rec_id, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth, age, phone_number, soc_sec_id, blocking_number
rec-1622-org,   trevor, wilkins, 27, hopegood place, bega flts, atherton, 4010, nsw, 19131205, 26, 03 54161240, 9977564, 9
rec-335-dup-4, talia, halligan, 3, kosciusko avenue, , kilcunda, 2322, vic, , 25, 03 58459407, 7543873, 4
rec-422-org,   jackson, magazin, 1, , , luscombe, 7000, qld, 19730721, 28, 08 30047177, 7901390, 2
rec-404-dup-3, jessica, cobnp, 127, santry place, , blayney, 7011, wa, 19360717, 34, 04 31737799, 8872790, 5
rec-334-dup-1, talaoh, whir, 14, , mt sturt, parramatta, 2444, vic, 19900516, 22, 03 05304557, 8543767, 5
rec-1330-org,   indyana, whiteley, 24, belconnen way, , koo wee rup, 3134, nsw, 19590619, , 02 97139061, 7335404, 6
rec-1758-dup-1, joshua, death, 283, fitzherbert place, , ringwood north, 4526, vic, 19709209, 32, 08 43199613, 2755210, 0
rec-936-dup-1, madison, pascoe, 48, kleinig street, , yeronga, 2410, vic, 19780315, 29, 08 29382522, 8473639, 4
rec-1461-org,   tayla, reid, 3, sturt avenue, , stuart, 4051, qld, 19530208, , 02 95896404, 8890456, 6
rec-1578-org,   tara, tuttleby, 17, norrish place, , east melbourne, 3015, vic, 19620923, 31, 03 88279114, 1595293, 7
rec-776-dup-0, sami, berfy, 12, , , riverwood, 4501, wa, 19030268, , 03 16712013, 4245616, 1
rec-1946-dup-2, jam es, uyttenhove, 23, rosenthal street, , keilor east, 5142, nsw, , 28, 07 83082627, 6318129, 7
rec-597-dup-0, lee, coleman, 224, vale place, sheep station, blacktown, 2320, qld, 19431010, 28, 07 34090415, 5211388, 8
rec-848-dup-0, laurdn, boilau, 22, , , woolhlra, 2549, qld, 19690123, 26, 03 03870548, 3161456, 2
rec-1292-dup-0, jay, alderson, 1519, knox street, , noble ork, 3141, vic, 19570315, , 08 07464466, 8888279, 0
rec-34-org,   indyana, kinniburgh, 11, gibb place, masonic retirement village, rye, 3175, nsw, 19110702, 30, 03 66342645, 4326713, 6
rec-1391-dup-4, noah, eyles, 16, mouat street, , port macquarie, 2305, nw, 19701201, 34, 04 01607467, 8395926, 6
rec-618-org,   annabelle, laing, 165, , , ballarat, 2560, nsw, 19260114, 34, 02 85873485, 8884129, 5
rec-168-dup-2, nicole, mccarthy, 91, cantor crescent, , bonnyrigg, 4872, tas, 19721029, 29, 07 38794681, 6363024, 1
rec-811-dup-0, fitzpatrick, brianja, 5, heard street, richlands ubyn street, bayswatdr, 3149, vic, 19961213, , 02 92758999, 7764465, 6
rec-1987-dup-4, josh, lock, 7, magrath crescent, bara park, jidale, 3842, tas, 19220421, 28, 07 23440733, 2500000, 4
rec-1443-dup-2, olives, browne, 7, slessor crescent, , campbelltown, 2644, vic, 19501220, 22, 07 29542381, 7884436, 7
rec-19-dup-0, amelia, moody, 3, gollaadteet, rsdh 178, ulladul la, 4114, vic, 19915215, , , 4165391, 0
rec-1511-org,   abbey, shepherd, 26, , , summer hill, 3630, qld, 19080121, 31, 03 55876498, 9490218, 8
rec-1226-dup-2, aliec, gibb, 8, whiteleggetclose, the lagoon, wellingtonpoint, 4126, , 19741229, 28, 08 12356173, 6556190, 4
rec-920-dup-2, , noble, 11, picton close, , scarborough, 2158, nws, 19720215, 26, 04 62226598, 5782537, 5
rec-472-org,   cooper, green, 9, eugenia street, openshaw, albury, 2264, vic, 19920702, , 04 34206753, 8640810, 3
rec-309-dup-0, mitchell, butt, 1, , , lalor prk, 7200, vic, 19660319, 30, 03 66247950, 6214109, 7
rec-1670-dup-0, sarah, madjgqn, 758, , , cabramatta west, 3058, qld, 19060621, 30, 08 03548721, 4034852, 7
rec-1328-org,   , robson, 60, rosenthal street, , ullswater, 2847, vic, 19240621, 29, 07 77213420, 6056872, 3
rec-383-dup-0, chelsea, culbertson, 43, miller awdtreet, hayfield vlge, crestmad, 3717, vic, 19313027, 10, 03 92348784, 8036330, 8
rec-907-dup-1, alia, campbell, 19, mainwaring rich circuit, narada upper, madora, 3175, nsw, 19100604, 33, 08 63792379, 4489777, 4
rec-315-org,   zoe, berry, 15, fitzroy street, strathlea, albion park rail, 6112, tas, 19870602, , 03 51113918, 8516589, 4
rec-1331-dup-2, james, lapmrey, 52, andado place, , leeton, 5267, qld, 19420614, 41, 03 01721274, 3616461, 0
rec-818-org,   harrison, schuster, 11, kambalda crescent, ursula, edithvale, 2226, qld, , 28, 08 61610742, 4700749, 2
rec-933-org,   cooper, ewald, 32, macrobertson street, kimbla, emu plains, 2119, nsw, 19001009, 24, , 5734394, 3
rec-929-dup-3, george, abbey, 1, montrose, milson street, south meilbourne, 2821, qld, 19950301, , 03 46905514, 5889690, 5
rec-1581-org,   kiria, van dok, 72, henslowe place, recreation camp, , 3233, vic, , 31, 08 30638718, 6534151, 9
rec-1751-org,   noah, lenartowicz, 10, bannerman place, , allawah, 3031, wa, 19940730, 44, 04 12274193, 9805410, 3
rec-1517-dup-0, julia, pearoam, 68, fullerton crescent, , maitland, 2621, vicz, 19810204, 20, 03 56780037, 1653589, 8
rec-508-dup-1, braedon, blake, 20, , black creek, dysart, 5096, vic, , 20, 08 33420549, 2373666, 7
rec-548-org,   emiily, eyre, 70, , st lawrence park, mount isa, 3082, vic, 19810215, 37, 08 80533036, 3290432, 3
rec-1522-dup-0, finn, white, 44, wrenfordsldy place, , hamilton, 2036, bsi, 19709206, , 03 10836400, 3472356, 8
rec-295-dup-2, kayne, bradshaw, 20, glen eden, mcmillan crescent, warbjhton, 5260, vic, , 30, 03 31976966, 4166917, 1
rec-1009-dup-1, danioja, peridini, 13, strickland crescent, the burrows, malvern east, 6005, vic, 19310705, 19, 03 98190829, 2953913, 3
rec-1328-dup-1, , robwon, 35, rosenthal street, , ullswater, 2847, , 19240621, 29, 07 77213420, 6056872, 3
rec-1542-dup-0, jonah, morden, 88, snowball place, , sunshine north, 3134, qld, , 41, 02 61833156, 1271928, 6
rec-685-org,   harrison, bihar, 12, powell street, , cobar, 5118, , 19040118, 30, 02 99583503, 5769790, 2
rec-1328-dup-2, , robsln, 6, rosenthal gtlreet, , ullswater, 2847, vic, 19240621, 29, 07 77213420, 6056872, 3
rec-194-org,   emma, kammerman, 52, malindi place, , toowoomba, 2464, vic, 19640722, 9, 03 79538391, 1008195, 6
rec-1790-dup-0, josui, painter, 6, glenorchy street, , fransob, 2112, nsw, 19430906, 33, 02 53614757, 2929144, 5
rec-941-dup-3, charootte, , 3745, rolfe pouwce, riverside ret vlg, bendemeer, 5092, nsf, 19990308, 22, 03 05161555, 5709516, 3
rec-842-dup-0, mithcyll, campbell, 408, durvillejcrescent, , austins ferry, 6014, nsw, 19230805, 24, 08 80867018, 2885257, 9
rec-603-dup-1, elizabeth, meskuriee le, 41, oxley sstreet, lincoln close, castkeotwn, 6031, sa, 19681027, , 07 81941708, 1602313, 1
rec-1107-org,   nicholas, weidenhofer, 46, love street, riverview heights, carnegie, 5075, wa, 19051025, 25, 03 82543866, 3990123, 0
rec-542-dup-0, liam, gejpok, 9, bottrill street, , moruya, 3933, vic, 19250927, 9, 08 30657832, 3671324, 7
rec-610-dup-2, archeo, , 50, arabanatjtreet, , bronte, 3136, vic, 19810923, , 07 80431120, 7731171, 4
rec-782-dup-0, gemma, bindoff, 11, london circuit, , upper kedron, 2032, nsw, 19300401, 42, 02 50831414, 7373803, 6
rec-170-org,   marco, tiller, 22, mccullock place, karinga park, florey, 3173, nsw, 19501005, 28, 04 41535193, 4238352, 4
rec-333-dup-0, lomman, stephanie, 64, marqua place, juanne, cabramatta, 4118, qld, 19509731, 23, 02 61057348, 4219756, 6
rec-1559-dup-0, jo, wilkins, 20, carumbi place, , cremorne, 2825, qld, 19849718, 46, , 5089866, 6
rec-206-dup-1, lafl, weaver, 9, cracknell street, , hawthorn, 3148, , 19620216, , 08 15419913, 1259701, 0
rec-898-dup-1, toniu, , 4, macpherson street, , cabramatta, 4305, nsw, 19710517, 27, 03 43708195, 9614622, 4
rec-1709-dup-0, kayla, bassmi, 6, edmondson street, , mount pleasant, 3182, vij, 19650304, 32, 07 85462245, 2640093, 3
rec-1831-dup-2, chrisina, white, 38, wilkins street, , garah, 2330, vic, 19006208, 19, 07 37266160, 2331521, 4
rec-1869-dup-0, julia, , 7, finniss crescent, , landsale, 2145, nsw, 19920739, 35, 08 83102115, 6409368, 6
rec-292-dup-0, abbey, parremyre, 11, burdekin avenue, , riverwood, 4301, sa, 19552738, 35, 04 64146929, 9444752, 9
rec-1881-dup-0, katelyn, purser, 14, boobialla street, , balca tta, 6163, , , 34, 04 83199727, 4913056, 9
rec-1657-org,   olivia, white, 28, howitt street, hamilton, ascot vale, 2171, nsw, 19080511, , 02 61213398, 5376872, 2
rec-1273-org,   yasmin, mcgregor, 1, alabaster street, cambridge park, adelaide, 4216, , 19700506, 33, 04 73029691, 4886523, 6
rec-1642-dup-0, dylan, reic, 2, fink crescent, , taers, 3025, , 19610624, 28, 08 75493221, 1289186, 7
rec-1082-dup-2, isabella, ryan, 99, blackbur nstreet, , belgian gardens, 6021, nwy, 19130602, 39, 08 44400859, 4750120, 5
rec-1357-dup-0, edward, hashemxsdeh, 114, taronga place, , kirwan, 2250, nsw, 19080119, 24, 07 03217781, 4336643, 5
rec-54-dup-0, kae, stubbs, 18, beetalousrreet, , dover gardens, 3931, , 19811210, , 03 59160157, 2913887, 0
rec-1138-org,   charles, rider, 18, hooker street, , lakes entrance, 2480, nsw, 19580215, 40, 03 33034208, 2845050, 6
rec-797-org,   kylie, clarke, 14, graham street, blues hills, sanctuary point, 2011, qld, 19070607, 35, 04 18362334, 1224819, 8
rec-1938-org,   alexander, white, 31, bosworth circuit, , east fremantle, 2800, nsw, 19780408, 28, 03 75457917, 4643025, 8
rec-1869-dup-1, julia, hoyland, 7, finniss crescent, , landsdale, 4140, , 19920909, 35, 08 83102115, 6406386, 6
rec-507-org,   isabella, wardle, 44, rickards street, girrahween homestead, ryde, 2224, , 19450809, 29, 08 39150429, 2599760, 9
rec-1675-org,   declen, knapman, 8, booth crescent, , maryborough, 4311, , 19600528, 36, 07 05411015, 8646614, 7
rec-1531-org,   kiria, rocca, 17, cottam place, homestead caravn park, lake cargelligo, 3102, , 19180904, , 04 21860117, 1864195, 1
rec-359-org,   ethan, clarke, 16, kosciusko avenue, , chester hill, 3000, wa, 19130208, 33, 04 14478462, 1911259, 7
rec-1458-org,   emiily, delacy, 3, melrose drive, , beverly hills, 5576, qld, 19550214, , 04 27124365, 1016923, 1
rec-1339-org,   courtney, inall, 77, stuart street, brentwood vlge, vincentia, 6030, qld, 19670509, 27, 02 79867051, 2374173, 8
rec-1889-dup-0, pakita, white, , currong street, , ingleburn, 2681, vic, 19950904, , 08 13847194, 5174619, 7
rec-240-org,   lauren, neumann, 63, mckinley circuit, , goonellabah, 2281, vic, 19490317, 26, 02 80257860, 5884378, 9
rec-358-dup-1, jacob, whife, 204, chisholm street, , lockwood, 2022, nsw, 19264084, 28, 08 09209825, 9490737, 3
rec-641-org,   joshua, winnett, 19, theodore street, , gorokan, 2251, nsw, 19140102, 33, 03 38432094, 5097445, 4
rec-1465-dup-0, madelyn, cochrane, 51, onkaparinga crescent, , whittighon, 2420, nsw, , 34, 04 09166178, 9739396, 0
rec-1372-dup-2, james, batsin, 26, , , toowoomba, 2084, fsw, 19600181, 12, 07 55878212, 7278616, 1
rec-452-org,   wilson, laing, 112, mainwaring rich circuit, clisby farm, bundeena, 7310, nsw, 19830425, 25, 04 73221033, 6031395, 9
rec-360-dup-3, jamie, quiliam, 18, degravesccrescent, , landsdale, 2165, nsw, , 21, 03 76938795, 4268765, 7
rec-401-dup-4, ossxe, grierson, 30, phillip avenue, , beulsh, 2675, nxw, 19630116, 29, 03 87354676, 4307477, 0
rec-1489-dup-2, casey, adrain, 19, leahy close, , hoppers crossing, 2450, vknc, 19370215, , 03 09450341, 2516181, 6
rec-1314-org,   kyle, lowe, 37, moulden court, , hahndorf, 2011, vic, , 9, 08 41433533, 3980360, 2
rec-541-dup-1, georgia, white, 1, balonnzgreet, gosper house, surfersp aradise, 3152, , 19871109, 41, 03 55246062, 1013598, 0
rec-1712-org,   keely, white, 52, lindsay street, , malvern, 7263, vic, 19900506, 34, 07 78199498, 9719979, 8
rec-413-dup-1, bertie, nannni, 286, macleay street, , carlingford, 7250, vic, , 32, 02 18323219, 9557325, 7
rec-176-dup-2, tyler, staotton, 1231, mccawleysreet, , malvern, 3152, wa, 19030824, , 07 11552473, 4149407, 9
rec-817-org,   joshua, sherriff, 7, molesworth street, , maryborough, 2400, nsw, 19650911, 26, 03 14074595, 2667584, 6
rec-653-dup-4, , allard, 26, mcgivern ctescent, , campsie, 2130, nr, 19370106, 30, , 7198526, 8
rec-1195-dup-2, jasper, hingston, 5, strickland crescent, , woy wkoy, 5605, qld, 19892848, 29, 08 98180551, 5324343, 0
rec-993-org,   zachary, pahlow, 14, were street, , north sydney, 4220, vic, 19730124, 10, 03 18602742, 7676436, 5
rec-1345-dup-2, leah, nakahada, 209, hill styeet, enderlee, preston, 2143, wa, 19340603, 24, 03 21677136, 8792310, 3
rec-1133-dup-2, meggte, mason, 4, , , normanhurst, 3631, qld, 19740719, 33, 03 61015090, 1946920, 8
rec-1435-org,   macy, wooley, 22, mockridge crescent, , burwood, 6055, nsw, 19350127, 29, 02 51540803, 1001736, 6
rec-1674-dup-1, jeqts, leung, 48, richmond street, stoney station, harbord, 4122, nsw, 19976017, 21, 08 26573244, 8597901, 8
rec-657-org,   jye, ryan, 5759, bailes court, brentwood vlge, tucabia, 3136, act, 19060628, 27, 08 49175038, 6216341, 7
rec-1560-dup-2, hattie, smeaton, 07, jensen street, , euberta, 2098, sa, 19500512, 32, 08 91976451, 6266541, 4
rec-417-dup-0, jaydnen, tamzmo, 2, kambalda crescent, , bibra lake, 3133, , 19730402, , 03 99735079, 2812950, 9
rec-929-org,   abbey, george, 1, milson street, montrose, south melbourne, 2821, qld, 19950301, , 03 46905514, 5889690, 5
rec-143-org,   sarah, matthews, 4, spafford crescent, , allawah, 5065, vic, , 26, 03 30354203, 8536500, 3
rec-150-dup-1, macey, orme, 83, crozier circuit, grandiew, wetheri l park, 4060, , 19970802, 26, 03 71349955, 1671555, 6
rec-201-dup-3, irene, rothe, 9, melia place, , bayview ceights, 4114, , 19110531, , 04 08048173, 2386305, 7
rec-897-dup-1, raquel, waller, 4, dethridge street, rsl building, dysart, 3677, , 19184902, 25, 03 31612427, 9401233, 6
rec-535-dup-3, ellie, barisic, , tarrant crescent, warrawong, glendale, 5225, ws, 19681211, 27, 02 68749745, 4010828, 9
rec-683-org,   mia, bishop, 119, trigg place, brentwood village, arundel, 2153, vic, 19691227, 25, 07 39352787, 9986473, 5
rec-350-org,   , ebert, 89, duigan street, , corio, 2717, vic, 19570124, 35, 03 26031532, 8482825, 3
rec-1840-dup-1, alexia, ryab, 288, jansz dcwscent, rosetta village, surfers paradise, 4017, vic, 19400508, , 03 40173922, 5026744, 6
rec-1035-org,   benjamin, jervis, 617, butlin place, richmond park vineyard, maryborough, 4000, nsw, 19480124, 35, 07 16810174, 6893319, 9
rec-133-dup-3, matthew, clark, 24, doolette place, , nqme, 3155, nsw, 19401203, , 04 87438627, 7058391, 3
rec-679-org,   zachary, monteleone, 641, willara close, , raymond terrace, 2164, wa, 19600814, 10, 08 21844866, 7447233, 1
rec-1630-org,   kelsea, walkley, 2, phillip avenue, , stratford, 7006, vic, 19481202, 29, 02 57958907, 3042125, 7
rec-1558-org,   ethan, nguyen, 11, wattle street, section, pitt town, 4217, nsw, 19291002, 30, 02 62147824, 6990823, 7
rec-216-org,   bianca, ranson, 17, hopetoun circuit, , cleveland, 4171, nsw, 19140403, 30, 02 11630490, 3549023, 1
rec-944-dup-0, emiily, beattie, 32, kaleski place, armagh street, windaroo, 2043, vic, 19930908, 31, 08 58897617, 4163126, 9
rec-1543-org,   riley, lodge, 3, london circuit, jeir park, acacia ridge, 4221, vic, 19660504, 26, 02 89483206, 5740068, 1
rec-1537-org,   thomas, licciardello, 464, emily bulcock crescent, glenmore, deer park, 2195, vic, , 13, 03 50214737, 8024312, 4
rec-455-dup-0, dayna, ryan, 7, falkiner place, , guilderton, 3136, , 19910108, 28, 04 00647920, 1577498, 4
rec-1540-dup-2, emiily, carbooe, 9, duggan street, , cherrybook, 3132, nsw, 19110806, , 04 39265463, 6467135, 5
rec-1634-org,   danjel, coleman, 13, service street, , napoleons, 6058, qld, 19130128, 37, 07 51102520, 5818604, 9
rec-1409-dup-0, ashlie, painter, 4, place kjter, , uranan, 3182, nsw, 19720725, , 02 01527778, 5452799, 8
rec-220-dup-0, , mandnd, 28, street leightom, , muchea, 3337, vid, 19320630, , 04 79473253, 2828725, 8
rec-168-dup-1, nicole, mccarthy, 1, cantor crescent, , bonnyrigg, 4870, tas, 19510906, 29, 07 38794681, 6072344, 1
rec-1502-dup-4, lu, tiller, 13, scrivener street, , orielton, 6030, , 19640731, 39, 04 51489932, 5770921, 8
rec-1036-dup-0, noqh, guthridge, 19, duffy street, , ridgeway, 3801, nsw, 19802016, 7, 03 98764674, 4539590, 7
rec-452-dup-1, wilsin, laing, 112, mainwaring rich circuit, clisby farm, bunjema, 7310, nsw, 19830425, 25, 04 73221033, 6032935, 9
rec-967-dup-0, lucy, bridilwnd, 177, richmond street, , campbellfield, 2159, nsw, 19893411, 31, 08 62675579, 2835727, 1
rec-146-org,   riley, campbell, 12, moodie street, , maclean, 2229, qld, 19510120, 33, 08 02455073, 6274670, 9
rec-553-dup-2, ojivi, jayaraan, 34, kambalda crescent, , wantkna, 2567, vic, 19430309, , 04 67623632, 9158287, 3
rec-516-org,   stirling, juntanamalaga, 17, hopegood place, , buffalo river, 4560, , 19730109, 31, 08 83708161, 2947469, 6
rec-1160-dup-0, zarrab, millar, 18, groom hsfet, , revesby, 2370, , 19950626, , 04 15237264, 9836046, 1
rec-139-dup-0, riley, shepherd, 20, scarletctstreet, , forest hill, 2039, tas, , 27, 04 28446459, 7165678, 4
rec-56-dup-1, jel, tuie, 6, fraenkel street, , cooranbong, 6312, qld, 19230527, 28, 02 33240226, 7271947, 6
rec-1090-dup-0, brookltn, mcphail, 3, kent street, , marsfield, 6450, nsm, 19500128, 28, 02 63596555, 1435956, 5
rec-607-dup-0, campbell, lar, 7, henty street, yachting towers, coal point, 3043, , 19320712, 25, 08 41468626, 9215463, 6
rec-1082-dup-0, isabela, ryaj, 9, blackburnisfreet, , belgian gardens, 6021, nsw, 19130602, 39, 08 44400859, 4752210, 5
rec-1231-dup-0, lian, pascoe, 255, bushbyqckose, , naremburn, 2036, vic, 19171222, , 03 68668642, 5635875, 3
rec-1251-dup-2, annabel, baskil, 0, colleano street, , kempsey, 6460, wx, 19530406, 35, 08 15864036, 6855801, 3
rec-1331-dup-3, lamiye, james, 538, andado place, glenlea est, leeton, 5267, qld, 19240614, 41, 03 01731274, 3616461, 0
rec-748-dup-1, dylan, wilkins, 19, northbourne avenue, , toowocjba, , qld, 19340518, 37, 04 14935433, 2266354, 3
rec-778-dup-0, nicola, zhrjg, 27, dickinson street, cherry tree, laviington, 4122, ta, 19683131, 39, 02 60247913, 2271294, 3
rec-1572-org,   seamus, mason, 6, forwood street, kintyre, derrinallum, 2529, qld, , 24, 04 88350286, 3599258, 0
rec-233-dup-3, kiea, agius, 16, nardoo crescent, , thornlie, 2880, wa, 19534020, 31, 03 81423262, 6428248, 0
rec-634-org,   bianca, elas, 20, boswell crescent, , paralowie, 2167, nsw, 19130620, 25, 07 02694447, 2843813, 1
rec-590-dup-0, xanhhe, clarke, 128, embling street, , yowie bay, 6057, , 19302922, , 08 77972330, 6732336, 6
rec-1940-dup-0, natalia, grosser, 83, barnett close, rosevillea, buxthtn, 6066, nsw, 19990120, 25, 08 48748264, 3444075, 2
rec-1490-dup-0, danel, gra ftoh, 6, milford street, geegeela, rochedalen south, 7030, nsw, 19150505, 28, 04 96367489, 1421565, 5
rec-413-dup-3, bertie, nanmibi, 310, macleay street, , carlingford, 7295, vic, , 32, , 9557825, 7
rec-419-dup-0, peafon, clare, 35, edwards street, , seven ilks, 2154, nsw, 19790617, 29, 03 88770682, 1454643, 7
rec-834-org,   liam, , 32, darmody street, , armidale, 6011, tas, 19860202, 29, 07 33562083, 8087621, 5
rec-469-dup-2, lukas, reid, 797, shenton credcent, , mosman, 3568, sa, 19904802, 25, 08 44643442, 8683495, 7
rec-949-dup-1, brigifte, spratt, 15, , , seaton, , qld, , 30, 07 10146453, 8572934, 8
rec-1592-dup-1, mitchell, brosnr, 119, ballumbir street, , south melbourne, 3630, , 19870403, 19, 03 84410394, 8736464, 3
rec-855-org,   connor, , 1, jenks place, hornsbie, boyup brook, 2541, nsw, 19981109, 33, 04 21187834, 8901523, 9
rec-936-dup-2, madison, padcie, 48, kleinig street, , yeronga, 3139, vic, 19790315, 29, 08 29352522, 8473639, 4
rec-137-dup-0, chelsie, gaonrsiht, 23, holman stfeet, , ivanhoe, 2171, qld, 19141007, 23, 03 15175998, 6123851, 2
rec-1593-dup-3, tro, , 68, embling atreet, , joondanna, 3141, nsw, 19391016, 30, , 6993678, 9
rec-325-org,   , mckane, 120, salkauskas crescent, , pearcedale, 2069, qld, 19560930, 34, 08 81503955, 8100448, 9
rec-527-org,   alannah, white, 5, tillyard drive, , para hills, 2830, nsw, 19510805, 30, 08 13383395, 7345221, 9
rec-215-org,   harley, morrison, 16, newman morris circuit, , raymond terrace, 2560, nsw, 19601210, 21, 03 81043382, 1280348, 0
rec-1860-dup-0, connor, nguhen, 199, carlile street, house 8, bilgola plateau, 2540, vic, 19039771, 21, 04 80398861, 2048713, 6
rec-1141-org,   stephanie, dignam, 5, goldfinch circuit, , granville, 2485, qld, 19760315, 34, 03 84615173, 2999711, 4
rec-484-dup-0, meg, riddqoch, 13, nepean place, , mittagong, 2541, wa, 19760428, , 04 28464845, 9962740, 1
rec-285-dup-3, zachary, noble, 87, dixonusrive, , , 4303, vic, 19540529, 7, 03 73029894, 1275320, 8
rec-1106-org,   jack, matson, 12, whatmore court, , oldina, 2117, vic, 19890924, 41, 07 74367360, 3556165, 1
rec-759-org,   mathilde, pinto, 13, may maxwell crescent, , penrith, 4053, sa, , , 03 70916910, 4519765, 6
rec-1912-org,   kelsey, berry, 587, brinkley circuit, , dulwich hill, 3130, qld, 19680903, , 04 23923128, 7864096, 5
rec-1618-dup-0, sumer, mcgrwor, 2, crescent canopus, , wonhlla, 4109, nsw, 19900621, 40, 08 80481448, 6570503, 7
rec-96-dup-0, kyle, warnock, 53, kiddle crescent, , beahree, 3278, nsw, 19520829, 24, 08 07183527, 3691087, 3
rec-197-dup-0, ned, bishoo, 33, spowers circuit, lambar, moe, 6129, sa, 19260422, , 04 06355173, 8027112, 7
rec-1990-org,   jai, concannon, 11, mcwhae circuit, grandview, lysterfield, 6304, vic, 19350315, , 02 50821358, 7314983, 1
rec-164-org,   isabella, zimmermann, 11, rochford street, , kendall, 5092, qld, 19110405, 28, 08 31624358, 9162558, 4
rec-769-org,   rosie, lowe, 10, jaeger circuit, , preston, 4220, vic, 19320321, 11, 04 16014505, 1437587, 9
rec-179-dup-2, jared, paterspn, 4, rous crlewacent, , sunshine, 5211, nsw, , 26, 03 54616679, 7215999, 0
rec-650-dup-2, jayden, bishop, 2, findlay street, , mosmn, 1341, nsw, 19470725, , 02 38927005, 9288768, 0
rec-970-dup-0, isabelle, chico, 62, nungara street, pebbly beach, bull creek, 2323, nsw, 19110218, 11, 07 19818642, 1184262, 2
rec-1448-dup-0, heau, nabialdk, 58, mckenna street, , barwon beads, 2283, , 19490928, 30, 08 61541431, 2694549, 0
