rec_id, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth, age, phone_number, soc_sec_id, blocking_number
rec-465-dup-0, owen, berry, 58, city walk, , malvern, 4221, vic, 19541120, 30, 08 76412201, 5358716, 4
rec-103-dup-0, sophie, colquhoun, 24, la perouse street, , raceview, 4810, nsw, 19560311, 12, 02 79432678, 9715067, 8
rec-272-dup-0, isabella, tyndale-biscoe, 147, jabanungga avenue, , puncbhowl, 2224, qld, 19460916, 23, 08 95883391, 5930058, 5
rec-356-dup-0, benjamin, webb, 132, keats place, , spring hill, 3840, sa, 19120608, , 07 39106274, 9639979, 6
rec-429-org,   caleb, pascoe, 35, o'hara close, camden, frankston, 5019, , 19410623, 21, 03 35109780, 1504430, 5
rec-286-dup-0, montana, grafton, 10, rivett street, , north curl curl, 4128, nsw, 19010126, 26, 03 51753565, 7331498, 7
rec-324-dup-0, brendan, , 34, croton street, yarrawah, mount pleasant, 2541, act, 19230816, 33, 04 16212027, 7135136, 7
rec-122-dup-0, isabella, webb, 15, gidjanplace, mandala gdns, pascoe vale south, 2251, nsw, , 28, 07 70815934, 4536698, 5
rec-449-org,   jessica, aisatullin, 2, mackrell place, , edithvale, 4218, nsw, 19610509, , 04 02926698, 9881757, 5
rec-483-org,   meggie, stech, 1, mccabe crescent, beagle bay, ulverstone, 4872, vic, 19840630, 34, 07 17425708, 2229946, 7
rec-174-org,   chloe, shepherd, 56, tyrrell circuit, , swan hill, 4380, nsw, , 26, 08 76423143, 3120832, 5
rec-334-org,   thomas, george, 6, thring place, , kardinya, 2145, wa, , , 04 40537124, 7373081, 0
rec-42-org,   mitchell, white, 4, majura avenue, mayfair, mount ommaney, 3038, vic, 19920808, 30, 02 07996106, 5569386, 0
rec-413-dup-0, nathan, white, 9, chapple close, benvue, lalor, 2478, vic, 19281126, 32, 07 58335887, 1554417, 6
rec-488-dup-0, jessica, reid, 265, dacomb court, , surrey hills, 2680, nsw, , 29, 03 39522236, 3153233, 5
rec-312-org,   joel, teague, 11, launceston street, shamrock vale, ryde, 4034, nsw, , , 02 47310631, 6779679, 1
rec-348-dup-0, zamc, ryan, 23, throssell street, , nambour, 3850, qld, 19700522, 38, 02 46257055, 3433563, 3
rec-218-org,   samuel, miles, 89, templeton street, , oakleigh, 2119, wa, 19181008, 27, 08 79544065, 7002700, 6
rec-267-org,   ethan, lutz, 213, bazley street, , pottsville beach, 3106, vic, 19530620, 30, , 9617871, 2
rec-249-dup-0, kiara, enjakovic, 47, mcphail prlace, , bundarra, 2230, wa, 19560123, , 07 91214442, 6098268, 8
rec-233-org,   mattheo, green, 23, basedow street, sec 619, gwandalan, 2256, tas, 19360626, 21, 03 37282541, 1421132, 9
rec-297-dup-0, eva, blackwell, 5, bannister garden, , cook, 4300, , 19190717, 21, , 9810494, 4
rec-269-dup-0, jessica, snoad, 72, wilson crescent, warraview, rosewater, 4102, vic, 19101210, 23, 03 19732143, 3876280, 4
rec-134-org,   krystin, webb, 27, comrie street, bribie retirement, stirling north, 2570, nsw, 19430926, 30, 04 95662231, 2230778, 6
rec-120-org,   alexandra, lodge, 26, swinden street, house 8, sylvania, 3116, qld, 19010514, 20, 08 91378293, 3092663, 7
rec-259-org,   hayley, toms, 16, kudyera place, , sunshine north, 3442, vic, 19091029, 28, 08 40460602, 9917793, 9
rec-431-org,   phoebe, reeh, 45, cobby street, , northgate, 6430, vic, 19060626, 30, 04 93598723, 5460113, 7
rec-331-org,   james, meaney, 35, mcbryde crescent, , tuggerawong, 4350, wa, 19920409, 31, , 9754317, 9
rec-283-dup-0, oliver, morrison, 7, chauncy crescent, dalkeith cottage, oaks estate, 4825, vic, 19920697, 32, 02 65336112, 8389963, 0
rec-375-dup-0, jarred, matthews, 36, forbes srreet, utopia, ascot park, 3515, wa, 19311215, 7, 07 61156338, 9449534, 3
rec-222-dup-0, samuel, paterson, 472, street fullwood, linton vlge, barfold, 4122, , 19541001, 32, 03 23332162, 7577865, 5
rec-133-org,   sophie, radespiel, 16, mather street, , bunbury, 2790, tas, 19351111, , 02 47021241, 2584563, 3
rec-311-dup-0, , matthews, 7, wargi place, dharmananda, woree, 3939, nsw, 19361030, 20, 02 44150132, 8771086, 0
rec-211-org,   shaun, mccarthy, 21, carstensz street, rosedale, dapto, , nsw, 19150831, , 07 94912401, 3534366, 6
rec-176-org,   tynan, kapusniak, 20, kennerley street, , hawthorn, 6150, nsw, 19140720, 33, , 9789541, 0
rec-226-dup-0, deakin, webb, 29, amessoplace, , goonellabah, 2508, qld, 19900310, , 03 68171878, 4651344, 3
rec-13-org,   michael, gascoigne, 3, fred lane crescent, , hillman, 3044, nsw, 19160808, , 03 31581723, 2525089, 0
rec-157-org,   esme, , 21, empire circuit, , westmeadows, 3550, wa, , 30, 08 57425179, 9239551, 3
rec-140-dup-0, daniel, leane, 17, brunnich place, westfalls, salt a sh, 3199, vic, 19560326, 30, 02 74014125, 1564217, 3
rec-200-org,   olivia, campain, 2, hoseason street, , largs north, 3052, nsw, 19000202, , 03 56648227, 2075581, 3
rec-430-dup-0, pino, walch, 25, martens crescent, south gwandalan, leeton, 6502, nsw, 19900505, 20, 07 59017746, 6218934, 7
rec-18-dup-0, billy, clarke, 15, alroy circuit, peninsula retrmt vlge, racevew, 2870, nsw, 19010627, 30, 04 55656624, 6711844, 6
rec-363-dup-0, christopher, bullock, 16, toona place, , mentone, 2116, nsw, 19740818, 92, 07 31058905, 4314604, 6
rec-96-org,   ashley, fenwick, , currie crescent, , rowville, 2088, nsw, 19650327, 35, 03 64134083, 2239871, 0
rec-144-dup-0, timara, giday, 31, fimister fircuit, , como, 2905, nsw, 19910817, 26, 04 28334452, 7523476, 7
rec-366-org,   mikayla, mcgregor, 8, lazarus place, blueberry hill, avalon, 3137, wa, 19051015, 11, 04 07761737, 7103481, 1
rec-171-dup-0, amy, goodw, 4, payne place, , findon, 3083, qld, 19750817, 37, 04 16330042, 8561279, 8
rec-310-dup-0, keahley, white, 35, , , lalor, 3058, act, 19091202, 10, 08 87611698, 9382327, 5
rec-19-dup-0, max, braddhaw, 121, jacobs street, chelvy, ringwood, 4306, nsw, 19601105, 24, 04 17795205, 6089044, 1
rec-288-dup-0, rachel, binns, 17, cowan street, lamington national, mosman, 3138, qld, 19470621, 31, 07 26148311, 6476037, 4
rec-377-org,   nicholas, millar, 6, maribyrnong avenue, , deniliquin, 2871, qld, 19040411, 19, 04 44052050, 7067383, 6
rec-161-org,   harry, dalpra, 46, beasley street, , cardiff, 4165, act, 19000721, , 08 15431795, 3323475, 6
rec-405-org,   nathan, paterson, 3, moulden court, professional centre, bondi junction, 2765, tas, 19930405, 9, 07 36195823, 4220859, 1
rec-411-org,   campbell, clarke, 118, palmer street, , toorak, 2260, wa, 19271224, 34, 07 89442445, 3184650, 4
rec-491-org,   alexis, white, 22, mawalan street, , rowville, 5085, vic, 19950704, 22, 04 53655119, 7485384, 6
rec-208-org,   mikhaili, craske, 34, jim pike avenue, , ryde, 3981, nsw, 19070624, 32, 03 83342702, 1844737, 6
rec-437-dup-0, oliia, ziersch, , skinner street, garden settlement, beechmont, 5075, qld, 19270906, 35, 04 81630435, 1406899, 8
rec-301-dup-0, lachlan, needham, 82, flegg crescent, , surfers paradise, 2539, qld, 19572017, 7, 02 78066737, 7563183, 4
rec-156-dup-0, william, paterson, 2, , , hayborough, 4558, nsw, 19930714, 33, 03 45551427, 2216743, 9
rec-332-dup-0, darcy, white, 79, wendy ey place, trellech, wrattoonbully, 3232, tas, 19680718, 13, 02 22940190, 9869964, 9
rec-75-dup-0, emiily, loukopoulos, 4, narryer close, villa maria society, eastwood, 2480, nsw, 19260226, 27, 04 58345412, 6493719, 4
rec-183-dup-0, caitlin, grosser, 462, mayne street, gummy ully, berrima, 6021, qld, 19470929, 21, 04 86952936, 1270833, 9
rec-64-org,   madison, miki, 245, o'shanassy street, , chester hill, 2145, qld, 19190527, 22, 04 67209846, 7029672, 6
rec-260-dup-0, jacob, ryan, 21, tullaroop street, rosewynne, port macquarie, 3082, qld, 19750122, 19, 08 43643779, 5097536, 3
rec-284-dup-0, daniel, ottens, 30, flanagan street, chittagong, el arish, 4694, sa, 19270709, 28, 04 34409612, 7811738, 2
rec-352-dup-0, amelia, lowe, 4, petterd street, , lilydale, 4551, qld, 19240105, 26, 07 90331114, 8335661, 7
rec-358-org,   christian, gaynes, 8, barr-smith avenue, craigston, black rock, 2464, sa, 19360326, , 03 15479772, 2167647, 3
rec-75-org,   emiily, loukopoulos, 4, narryer close, villa maria society, eastwood, 2480, nsw, 19260227, 27, 04 58345412, 6493719, 4
rec-427-dup-0, april, blake, 137, caley crescent, , leichhardt, 5352, tas, 19750926, 33, 07 15692935, 3023416, 2
rec-175-org,   jake, cormick, 58, therry place, wirruna, alfords point, 2382, wa, 19720515, 25, , 4162190, 5
rec-330-org,   connor, linnell, 5, la perouse street, , lindfield, 4500, vic, 19240124, 31, 02 50821010, 7897560, 3
rec-213-dup-0, benjamin, tsonis, 1, beattie cerscent, , tannum sands, 3450, nsw, 19750705, 26, 04 59066629, 9321961, 4
rec-146-org,   ruby, pennycuick, 11, majura road, , altona meadows, 6064, nsw, 19400711, 36, 04 61586019, 7225720, 0
rec-82-org,   benjamin, reid, 3, jemalong street, , condamine, 2250, nsw, 19960107, 31, 02 25575311, 9767711, 4
rec-125-org,   aaron, purkalitis, 69, chubb street, galveston, adamstown, 3450, wa, 19350804, 33, 02 63022546, 1418511, 9
rec-16-dup-0, lachlan, mudaliar, 124, deloraine street, , primbee, 3047, , 19391294, 39, 03 60601466, 9972415, 2
rec-301-org,   lachlan, needham, 82, flegg crescent, , surfers paradise, 2539, qld, 19570217, 7, 02 78066737, 7563183, 4
rec-340-org,   lucy, ryan, 74, kingsmill street, bingletree, winston hills, 3081, qld, 19560409, 34, 04 02932337, 8923227, 7
rec-277-dup-0, alex, white, 75, grayson street, , deniliquin, 2261, wa, 19351428, 12, 04 06818885, 2135226, 3
rec-442-dup-0, amaya, cicchini, 6, bimberi crescent, brentwood vlge, bronte, 4305, vic, 19291122, 32, , 6014036, 1
rec-380-org,   jessica, frahn, 55, chirnside circuit, , kingaroy, 2540, qld, 19780104, , 07 82226760, 7004998, 1
rec-16-org,   lachlan, mudaliar, 124, deloraine street, , primbee, 3047, , 19391214, 39, 03 60601466, 9972415, 2
rec-257-dup-0, emiily, robson, 474, kinkead street, , greenacres, 5608, , 19160421, 19, 03 96167168, 2325987, 2
rec-79-dup-0, campbell, knappstein, 35, catchpole street, , gura, 7310, vic, , 34, 04 40221911, 6780375, 6
rec-99-dup-0, ebony, wynne, 55, currong street, ordview estate, dapto, 3437, wa, 19427915, 37, 08 65005816, 1342026, 2
rec-389-dup-0, baxter, palles, 55, parer street, , como, 4740, vic, 19220310, 29, 02 10770316, 8528610, 9
rec-224-dup-0, madeline, mcconnel, 79, , jameson park upper swan, bindoon, 2121, qld, 19870513, 34, 02 07101591, 4157369, 2
rec-90-org,   joshua, nguyen, 1, condamine street, villa 235 henry kendall vlge, osborne park, 2037, wa, 19650123, 7, 08 85923090, 5546833, 2
rec-410-org,   alice, beattie, 38, ordell street, haydens, wangaratta, 4615, nsw, 19500331, 31, 08 31721181, 1355727, 1
rec-61-dup-0, lillianna, peddell, 14, sturt avenue, glen eden, clayfield, 6030, nsw, 19930529, , 04 25438122, 9710177, 0
rec-397-org,   kylee, beadell, 374, rosella street, , midland, 3149, vic, 19091121, 34, 08 33975327, 8668734, 6
rec-300-dup-0, isaac, nutter, 30, davies place, jalna(cnr barbato c corner, biggera waters, 3631, , 19930323, 43, 07 17862207, 5357199, 4
rec-206-dup-0, iain, bouras, 56, hobday place, rockwood, beechboro, 7008, nsw, 19330707, 29, 02 34841543, 1394124, 7
rec-298-dup-0, hanbah, bradshaw, 4, copland drive, , toowoomba, 4211, wa, 19680411, , 08 94198178, 8801998, 4
rec-348-org,   zac, ryan, 23, throssell street, , nambour, 3850, qld, 19700522, 38, 02 46257055, 3433563, 3
rec-450-dup-0, alessandra, dix on, 53, kenyon circuit, trilby, blakehurst, 4069, vic, 19430503, , 03 03627620, 9535306, 9
rec-121-dup-0, aurora, berry, 33, julia flynn avenue, euroka, petersham, 3150, vic, , 24, 07 04942986, 3008095, 1
rec-112-org,   roisin, brenchley-gaal, 18, scantlebury crescent, , westmead, 3076, sa, 19030801, 31, 07 54157807, 4618763, 0
rec-198-org,   sophie, mason, 15, playfair place, , waverley, 2217, qld, 19671018, 29, 02 69286946, 6156111, 3
rec-59-org,   james, carbone, 67, covington crescent, , malvern east, 2114, , 19260828, 24, 04 68298638, 4475197, 5
rec-319-dup-0, bella, aoun, 20, lethbridge street, , moss vale, 5291, vic, 19870723, , 08 15480170, 2643654, 2
rec-259-dup-0, hayley, toms, 16, kudyera place, , sunshine north, 3442, vic, 19091029, 82, 08 40460602, 9917793, 9
rec-467-org,   luke, paterson, 8, dumas street, , blackmans bay, 2340, qld, , 29, 02 03347474, 9543251, 2
rec-208-dup-0, mikhaili, craske, 34, jim pike avenue, , ryde, 3981, nsw, 19076024, 32, 03 83342702, 1844737, 6
rec-93-dup-0, giuliana, demarco, 112, flockton place, , charlestown, 2280, , 19317210, 27, 07 79075918, 2958431, 7
rec-490-dup-0, phillip, reid, 8, nepean place, , orange, 3221, nse, , 23, 02 21872550, 3177195, 2
rec-53-org,   tayla, noble, 127, jardine street, knox retirement village, fig tree pocket, 3555, nsw, 19740515, 27, 08 34411111, 3586588, 7
rec-3-org,   catherine, bishop, 7, caley crescent, , slacks creek, 6028, nsw, 19660404, 24, 07 06056102, 6419263, 3
rec-88-dup-0, luke, nguyen, 56, ovens ytreet, villa 5, bicton, 2283, nsw, 19231114, 39, 07 07039621, 5370692, 2
rec-341-org,   edward, leong, 10, arabana street, , thornbury, 3805, vic, 19800605, 23, 07 21497060, 2782925, 7
rec-462-dup-0, georgia, de gennaro, 5, deloraine street, pepin, nairne, 3860, vic, 19891406, 12, 08 10044745, 4155683, 7
rec-92-org,   bianca, campbell, 4, chirnside circuit, rajamare, budgewoi, 3167, vic, 19011223, 28, 04 23831441, 1561974, 7
rec-469-dup-0, erim, navarro, 103, mccawley street, , currambine, 2250, , 19670417, 23, 08 59745825, 1869030, 2
rec-117-dup-0, caitlin, dibb, 63, bolali place, , mount annan, 4356, sa, 19910805, 36, , 7764059, 0
rec-73-org,   toby, higlett, 13, rosebery street, lake macquarie vlge, east innisfail, 4563, vic, 19450807, 33, 03 96257466, 5292162, 2
rec-276-dup-0, , robson, 31, forbes street, , noble park, 3099, vic, 19750510, 26, , 7390408, 0
rec-444-org,   oliver, leslie, 167, ranken place, menora, auburn, 2263, qld, 19150403, 22, 07 96027888, 5047749, 9
rec-416-dup-0, fraser, blowes, 3, boolimba crescent, bibbenluke, willetton, 2034, vic, 19801217, , 04 42633746, 1501617, 6
rec-136-org,   olivia, kang, 2, billson place, mabuiag island, acacia ridge, 3352, , 19350423, 35, 03 47718220, 3186765, 5
rec-389-org,   baxter, palles, 53, parer street, , como, 4740, vic, 19220310, 29, 02 10770316, 8528610, 9
rec-245-org,   daniel, intrapanya, 97, shaw place, brindabella specialist centre, lake heights, 6018, qld, 19120227, 37, 07 41918102, 6286008, 1
rec-111-dup-0, mx, green, 25, kayser place, , newborough, 4020, vic, 19500422, 10, 02 01461243, 2486910, 3
rec-184-org,   annabelle, genovese, 19, bean crescent, , barcaldine, 4553, , , 39, 08 28619038, 7990997, 7
rec-365-org,   samuel, pulvirenti, 29, musgrave street, port 366, wyee, 4740, wa, , 30, 02 51419375, 9707169, 0
rec-250-dup-0, jackson, , 59, creswell street, tomary, tyagarah, , vic, 19551203, 29, 04 85837335, 8234277, 6
rec-384-org,   rhiannon, jeffries, 3, darke street, , campbelltown, 3199, , 19240320, 30, 04 98604378, 6486004, 4
rec-246-org,   lachlan, gheller, 504, scarfe close, mallee downs, mulgrave east, 6530, qld, 19540516, , 04 61535228, 9088177, 4
rec-178-org,   , clarke, 113, , brentwood vlge, scarness, 2261, sa, 19420407, 33, 08 02387508, 4238499, 1
rec-64-dup-0, madison, miki, 245, o'shanassy street, , chester yill, 2145, qld, 19190527, 22, 04 67209846, 7029672, 6
rec-196-org,   james, neufing, 29, borrowdale street, , albury, 2326, , 19700705, 37, 02 03737335, 8018258, 4
rec-444-dup-0, olive r, leslie, 167, ranken place, menora, auburn, 2263, qld, 19150403, 22, 07 96027888, 5047749, 9
rec-392-org,   jamie, lamprey, 10, frencham place, rowethorpe, southbank, 2455, sa, 19310206, 33, 04 98777389, 4285565, 5
rec-206-org,   iain, bouras, 55, hobday place, rockwood, beechboro, 7008, nsw, 19330707, 29, 02 34841543, 1394124, 7
rec-93-org,   giuliana, demarco, 112, flockton place, , charlestown, 2280, , 19371210, 27, 07 79075918, 2958431, 7
rec-268-dup-0, benjamin, zdanowicz, 8, gardiner street, , berwick, 4825, vic, 19410328, 28, 04 13790404, 2140206, 5
rec-255-org,   jasmine, prideaux, 10, middleton circuit, , lorn, 6082, vic, , , 08 26693973, 8732305, 5
rec-145-org,   william, ringland, 3, longworth place, , villawood, 2117, , , , 08 88835461, 9574461, 4
rec-5-dup-0, xanthe, byrs, 1, balonne street, greengrove, sunshine beach, 2210, , 19450115, 32, 04 31566348, 2893745, 4
rec-425-dup-0, timothy, crosswell, 32, ironside street, lazy acres, sunshine north, 6714, vic, 19850703, 25, 07 27236029, 9928903, 9
rec-494-dup-0, finnbar, herbert, 2, kirkcaldie circuit, , blackmans bay, 3042, , 19110627, 31, 04 96512005, 6114269, 9
rec-174-dup-0, chloe, shepherd, 56, tyrrell circuit, , swan hill, 4389, nsw, , 26, 08 76423143, 3120832, 5
rec-34-org,   cooper, waller, 47, angophora street, , yagoona, 7024, nsw, 19280517, 27, 07 81960708, 7513926, 7
rec-356-org,   benjamin, webb, 132, keats place, , spring hill, 3840, sa, 19120608, 23, 07 39106274, 9639979, 6
rec-485-dup-0, heath, sengpiel, 32, angophora atreet, tall pines, oyster bay, 3153, vic, 19960425, 36, 03 80478045, 9831024, 8
rec-329-dup-0, molly, sedunry, 29, barrallier street, , acton, 3143, wa, 19140527, 24, , 7314056, 9
rec-178-dup-0, , clarke, 113, , , scarness, 2261, sa, 19420407, 33, 08 02387508, 4238499, 1
rec-339-dup-0, brooke, jolly, 19, lowanna street, strawberry fields, west wollongong, 4679, nsw, 19550113, 36, 07 93434833, 8987574, 6
rec-62-dup-0, jack, simmonds, 14, biraban zplace, broome vacation village, jurien bay, 3195, vic, 19780728, 21, 04 03899857, 8861197, 1
rec-207-dup-0, marko, blowes, 8, horne place, , frenchs forest, 4123, wa, 19500723, 30, 02 07431103, 4884305, 8
rec-482-dup-0, alce, campbell, 26, ennor crescent, buderim meadows, postmans ridge, 4570, nsw, 19680112, 32, 04 88459982, 8800061, 3
rec-86-org,   jayden, jolly, 16, len waters street, , toronto, 2300, nsw, 19831026, 25, 03 78761941, 7012524, 9
rec-63-org,   lucas, berry, 3, crowder circuit, , buninyong, 4179, , 19090417, 22, 07 62044237, 3844458, 9
rec-476-dup-0, luke, mcgurk, 2, dashwood eetreat, , mount colah, 3199, sa, 19640110, 33, , 3546784, 3
rec-357-dup-0, corey, menzoes, 42, john russell circuit, , conder, 5608, , 19230101, 37, 08 17932005, 1667032, 7
rec-268-org,   benjamin, zdanowicz, 8, gardiner street, , berwick, 4825, vic, 19410328, 28, 04 13790404, 2140296, 5
rec-193-dup-0, james, worgan, 87, markell place, glenavon, woodcroft, 4184, wa, 19451105, 37, , 5555681, 7
rec-414-dup-0, emma, dixon, 18, spigl street, , collie, 4051, nsw, 19400109, 28, 08 48968536, 7234546, 1
rec-437-org,   olivia, ziersch, , skinner street, garden settlement, beechmont, 5075, qld, 19270906, 35, 04 81630435, 1406899, 8
rec-303-dup-0, samantha, cowell, 81, darcy close, , ingham, 6052, vic, 19580305, 40, 04 30429562, 6383601, 6
rec-264-org,   joel, asher, 19, burnett street, , port macquarie, 2564, nsw, 19390925, 13, 02 19723724, 5511974, 4
