rec_id, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth, age, phone_number, soc_sec_id, blocking_number
rec-2637-dup-1, emiily, lock, 31, chataway crescent, willaroo, kings park, 2611, nsh, 19061214, 34, 04 18499681, 2014628, 3
rec-1300-org,   alexandra, rau, 16, wise street, narada, mcdowall, 3144, , 19040116, 34, 08 47056207, 6257652, 3
rec-409-org,   katelyn, nicolle, 17, buvelot street, , applecross, 5065, qld, 19600913, , 02 42397740, 5581331, 8
rec-2625-org,   ebony, clarke, 13, chewings street, , preston, 3170, vic, 19330420, 32, 08 72765596, 3885347, 0
rec-2680-dup-0, teileah, butt, 4, bridge place, , robina, 4807, , 19200708, 31, 03 64340840, 3836713, 5
rec-3786-org,   lucy, kempson, 8, fairley crescent, , moss vale, 3934, vic, 19331119, 30, 03 38353138, 8307168, 8
rec-2147-dup-0, noah, weltman, 86, rossarden street, , ballarat, 2500, ws, 19281018, 7, 03 85337309, 3117727, 9
rec-130-dup-1, patrick, pontifex, 1, flinders way, , anderrgove, 2073, vic, 19280708, 31, 03 01719546, 5324945, 5
rec-7-org,   noah, nguyen, 6, light street, northwood park, hurlstone park, 3181, vic, , 23, 02 00754621, 7241014, 9
rec-135-org,   lachlan, pyper, 5, southern cross drive, table mountain, raleigh, 2226, , 19860213, 12, 02 34317790, 2613817, 6
rec-411-org,   sarah, longhurst, 4, rutherford crescent, , rocklea, 4361, , 19090806, , 02 63517706, 5876178, 0
rec-1054-org,   amy, white, 9, evelyn owen crescent, , armidale, 4034, qld, 19150504, , 08 01100307, 7110109, 5
rec-1062-org,   william, westbrook, 43, de little circuit, , lauderdale, 3638, vic, 19561205, , 04 92056040, 5097466, 3
rec-2610-org,   wilson, mcduffie, , taplin place, the ponderosa, dysart, 6155, sa, 19961027, 20, , 8215895, 9
rec-3240-org,   blake, paterson, 155, fidge street, , port pirie, 2324, vic, , 36, 03 02163599, 2043359, 6
rec-415-org,   jett, mcveigh, 43, , the old house, ryde, 5261, vic, 19780816, , 04 94222513, 4448071, 0
rec-3975-org,   ruby, blackwell, 1512, clubbe crescent, , arcadia, 3182, nsw, 19580328, , 08 36739391, 7334220, 8
rec-34-dup-0, aihen, hazell, 54, carrington street, , mooroolbark, 3966, , 19600205, 22, 02 29798320, 6081342, 5
rec-725-org,   monique, elphick, 1, crichton crescent, woodport retrmnt vlge, , 2143, vic, 19300406, , 07 40389855, 5052751, 5
rec-151-dup-0, luke, zoontjens, 2, hedland circuit, , doubleview, 2578, wa, 19511022, 34, 07 38757859, 8073777, 5
rec-1536-org,   chloe, siviour, 42, holder street, benvue, mackay north, 2209, vic, 19630706, 20, 03 66935108, 2604329, 9
rec-2570-org,   aimee, hiras, , de little circuit, , wanniassa, 2671, vic, 19091027, , 03 93046094, 5985523, 1
rec-204-org,   brett, viksna, 19, , tartan park, salisbury heights, 4210, nsw, 19960528, 24, 08 21447431, 7227957, 7
rec-2380-dup-3, benjamin, green, 1, chewings stkreet, meadowvale village, port macquarie, 2480, nsw, 19109818, 22, 08 46753880, 2893906, 0
rec-573-org,   sarah, baillie, 1, folingsby street, , compton, 6051, vic, 19830214, 27, 07 26725473, 4189570, 3
rec-1355-org,   benjamin, denne, 13, vidal street, tomewin, toowoomba, 4272, sa, 19621030, 28, 08 04139954, 4728641, 7
rec-3502-org,   alana, hope, 47, allwood street, , riverwood, 4074, qld, 19030109, 35, 07 77368403, 5525644, 4
rec-609-org,   abbey, heron, 7, hardey place, , brunswick west, 4211, vic, 19730322, , 02 01961396, 6189695, 0
rec-2778-org,   jaiden, coffey, 6, wynn street, , peakhurst, 2112, nsw, 19730629, , 03 02386611, 1284469, 4
rec-877-dup-0, chelsea, painy, 4, elsey street, , mulgrave east, 2290, sa, 19400831, 28, 08 75942995, 4158855, 3
rec-3914-org,   mia, lavrencic, 8, pitcairn street, wilga, sherwood, 2767, tas, 19281009, , 04 08695753, 3450456, 1
rec-613-org,   kynan, riddell, 32, wettenhall circuit, , ascot vale, 3912, nsw, 19930810, 20, 03 94230196, 7207708, 9
rec-719-org,   jacinta, jevons, 30, butlin place, , port macquarie, 2324, nsw, 19250820, 32, 08 68835850, 1633750, 1
rec-779-org,   ebony, white, 1, woody end, sec 1, mill park, 2283, sa, 19080512, 35, 07 11364768, 5369124, 7
rec-3589-org,   jessica, dallos, 38, myers place, , park orchards, 2832, wa, 19960405, 24, , 3867194, 5
rec-3378-org,   , bajic, 118, lindrum crescent, , caroline springs, 4121, tas, 19730228, 31, 04 95924833, 3093136, 1
rec-2960-org,   thomas, shepherd, 4, ballard place, alongamor, kingston, 2118, qld, 19640309, 26, 04 55786149, 8082501, 9
rec-2922-org,   grace, crook, 4, barton highway, medical centre, wallsend, 3124, qld, 19830725, 37, 02 08054599, 1750456, 8
rec-243-org,   hugh, tajgi, 50, kidston crescent, cosy corner, port augusta, 2285, qld, 19410422, 21, 08 72374864, 9012644, 4
rec-1949-org,   kayla, drechsler, 16, nemarang crescent, , kirrawee, 4809, sa, 19081118, 35, , 5391708, 1
rec-2417-dup-0, hayden, wysnn, 21, beirne street, , normanton, 3350, nsw, 19070723, 33, 07 07290351, 1308381, 9
rec-1247-org,   liam, virag, 3, mulder place, , elwood, 5169, nsw, 19470105, 28, 04 07664041, 4301999, 5
rec-2806-org,   oscar, mcneill, 18, fihelly street, apt 710, tweed heads south, 3125, nsw, 19031216, 30, 02 94448784, 1733544, 7
rec-869-org,   sophie, paterson, 8, charteris crescent, , marayong, 2085, qld, 19350927, 20, 08 62897503, 3567953, 0
rec-2780-org,   , ryan, 48, gilbert street, redlands, tingalpa, 3644, tas, , 31, 08 90963959, 8425155, 3
rec-3433-org,   mikhayla, shorrock, 212, morey place, kiya, cooks hill, 2602, , 19480314, , 02 30085558, 4263834, 5
rec-612-dup-1, hollh, wastell, 35, angas sfreet, , williamstown, 2285, tas, 19150918, 30, 07 25693326, 5897243, 6
rec-49-org,   samuel, mason, 59, baldwin drive, pyndari, adamstown heights, 5417, nsw, 19060810, 27, 04 70824976, 4825940, 6
rec-941-org,   rebecca, , 38, nemarang crescent, , cape schanck, 4305, qld, 19100528, 34, 03 50643887, 5451404, 3
rec-856-org,   madeline, stening, 49, wellington street, mt oeba, heywood, , wa, 19080404, , 04 51832041, 1557027, 1
rec-3526-org,   harry, mainero, 4, scrivener street, , new farm, 3222, qld, 19490918, 6, 03 52247920, 7050211, 8
rec-632-org,   kynan, campbell, 101, , , wynnum west, 2016, nsw, 19170316, 25, 07 23098242, 8875705, 2
rec-3921-org,   sophie, hawes, , barnett close, , dandenong north, 3803, sa, 19820123, , 08 04274856, 4511214, 7
rec-2931-org,   roberta, painter, 131, albermarle place, rockwood, coffs harbour, 4170, wa, 19350330, , 08 86793677, 8013224, 2
rec-1272-org,   , jolly, 18, embling street, , yamba, 5165, sa, 19471030, 37, 07 44234557, 5980991, 7
rec-624-dup-0, jack, morrison, 63, mirrabucca crescent, , bundamba, 2756, nsw, 19911107, 31, 04 86397825, 6614961, 9
rec-2896-org,   mila, pascoe, 111, , kurradale, tusmore, 3163, vic, 19031231, 33, , 6094819, 1
rec-3175-org,   lucas, nguyen, 54, custance street, , parap, 2042, sa, 19250201, 34, 02 04413738, 4629153, 1
rec-3353-dup-0, laure, ljostad, 13, theodore street, , peakhuest, 7250, , 19860830, 25, 08 93359925, 6901519, 5
rec-1822-org,   jake, wang, 170, wybalena grove, ferndale, bangor, 2264, nsw, , 24, 07 68821188, 7573449, 8
rec-634-org,   madison, , 28, costello circuit, , alice springs, 2527, wa, 19050208, 32, 02 29313546, 2358488, 3
rec-21-org,   , wasley, 106, hinton place, , bundaberg, 3227, vic, 19490111, 24, 07 61773894, 8193734, 9
rec-3699-dup-0, dylan, trenchard, 26, jasper zlose, , winston hills, 3188, vic, , 28, 08 19620684, 1324695, 4
rec-1696-org,   alexander, wilkins, 23, drysdale circuit, bribie retirement, kirwan, 3029, , , , 03 90376459, 9970334, 2
rec-1691-dup-0, luke, abrahamson, 197, dobinson place, chambigne, arana hlils, 6751, vi, 19921030, 32, 02 39657642, 8481926, 8
rec-3498-org,   elise, wheatley, 68, couvreur street, , belmont, 2165, qld, , , 07 08919702, 9782154, 4
rec-2371-org,   shai, stephenson, 83, pimpampa close, wilgee, golden grove, 3189, nsw, 19820915, 23, 04 78398597, 9345061, 1
rec-401-dup-1, oliviia, scheepens, 31, templeton street, , athelstone, 4285, wa, 19613025, 19, 04 90551990, 6567382, 0
rec-3286-org,   jackson, white, 23, riddle place, rosetta village, wyoming, 4504, nsw, 19190524, 28, 03 24921173, 8610225, 2
rec-1398-org,   brody, faehse, 3, irvine street, kiloran, yeronga, 3073, vic, 19430611, 8, 03 86617641, 8391544, 3
rec-910-org,   joshua, lissner, 7, reynolds street, borah, st agnes, 2062, nsw, 19380405, 27, 02 05774317, 4318397, 5
rec-3483-org,   william, murton, 24, burn street, , mannering park, 5723, sa, 19160116, , 02 96040596, 9095933, 2
rec-3734-org,   zane, gillis, 3, britten-jones drive, , seaview downs, 7018, nsw, 19530924, 25, 08 59443146, 3021977, 1
rec-3412-org,   nikki, feast, 241, freda bennett circuit, , port macquarie, 2650, act, 19090725, , 03 47409814, 2518803, 6
rec-2005-org,   shelby, botham, 55, chinner crescent, , worongary, 2486, nsw, 19060829, 30, 08 29269512, 2610904, 9
rec-2721-dup-0, lachlan, , 32, vincent place, koorlong mtore, ballina, 4128, nsw, 19281228, 27, 07 71313010, 9712951, 9
rec-789-org,   georgia, daven, 70, jerrabomberra avenue, , port macquarie, 4017, nsw, 19201022, 30, , 1482024, 9
rec-2423-org,   jade, mesecke, 12, tennyson crescent, kiya, penshurst, 3021, , 19091017, , 07 36831230, 5819450, 8
rec-2158-org,   sean, beeche, 93, sloane place, isle of palms reso, parkerville, 2318, , 19010817, 12, 08 82757146, 8227504, 3
rec-3714-org,   miller, sheldon, 21, bussau close, , catalina, 3181, nsw, 19020818, 25, 02 13989489, 2923712, 7
rec-2878-dup-1, , flannery, , euree oreet, , kurri kurri, 6025, nsw, , 28, 03 43764219, 6519733, 0
rec-1472-org,   alexandra, dabinet, 5, geerilong garden, , whittington, 2232, vic, 19540911, 9, 07 82744007, 8768549, 5
rec-1119-org,   william, monjean, 172, baracchi crescent, waikare, port macquarie, 2176, sa, 19261116, 36, 02 49285854, 4005196, 9
rec-495-dup-1, naomi, shivarev, 3, allambee wtreet, calleen farm, ardeer, 2168, nsw, 19690913, 22, 08 29133470, 9747705, 8
rec-2091-org,   erin, white, 6, simpson street, bidgee park, wendouree, 3844, nsw, 19700410, 29, 07 91596993, 2175132, 6
rec-1634-org,   jacqueline, ryan, 27, burdekin avenue, , speddingup east, 4870, nsw, 19830415, 9, 03 32930317, 8227670, 2
rec-3232-dup-1, anika, paterson, 21, , , o'connor, 2546, nd, 19571121, 29, 07 55101846, 5838155, 6
rec-1103-org,   harry, meaney, 6, newton street, attadandoo, surfers paradise, 4701, vic, 19490602, , 03 55604325, 7220382, 7
rec-2457-org,   patrick, butt, 220, hetherington circuit, avonleigh, ardeer, 6066, nsw, 19080531, 37, 02 80225403, 3231053, 0
rec-1429-org,   brooklyn, berry, 4, cromwell circuit, , cooma, 3730, vic, 19760926, 31, 04 64393892, 7565678, 0
rec-603-org,   mitchell, hand, 26, rivers street, parry hse, golden grove, 2099, , 19340927, 29, 02 42995662, 4820305, 9
rec-3323-dup-0, riley, jenko, 12, maharatta circuit, k mart plaza, doubleview, 5583, tas, , 25, 04 13545661, 1724903, 7
rec-1041-org,   lewis, webb, 165, marshall street, , labrador, 3136, , 19521103, 28, 07 86247064, 1283980, 3
rec-326-org,   isabella, wimmer, 14, clements street, tintenbach, camp hill, 2650, nsw, 19731208, 25, 02 05246472, 6021416, 2
rec-597-org,   elisha, priest, 14, vagabond crescent, brookvale, worongary, 2450, vic, 19040408, 32, 08 67626045, 9398961, 8
rec-1223-org,   alex, forbes-ewan, 29, aspinall street, green desert, erskine, 7330, nsw, 19371124, 21, 08 54453532, 6879540, 3
rec-1349-org,   sophie, ho, 293, ellen place, , mermaid waters, 2073, vic, 19781105, , 04 82239183, 3355885, 6
rec-164-org,   oliver, widdowson, 33, nunan crescent, hse 4, belrose, 2422, sa, 19861204, 24, 02 57936089, 8220215, 8
rec-3477-org,   katelyn, fysh, 10, rodda place, , robina, 2190, sa, 19990410, 20, 04 30270474, 5150480, 1
rec-1488-org,   jaden, leggio, 7, buvelot street, acacia hills street, korora, 4655, vic, 19840108, , 02 04073794, 8530936, 2
rec-3960-org,   abbey, nicklason, 41, glossop crescent, , graceville, 2898, vic, 19180901, 10, 03 48034088, 6243991, 7
rec-3892-dup-1, amber, steed, 15, atherton street, , box hill south, 3078, qld, 19870055, 25, 04 72854224, 1978077, 5
rec-1902-org,   ethan, brain, 1474, angliss place, tinkelelup, hoppers crossing, 3153, nsw, 19830406, 21, 03 16304727, 2995328, 2
rec-2345-org,   lachlan, hingston, 94, wark street, , bundamba, 4133, vic, 19441102, , , 6481131, 0
rec-84-org,   jack, rachid, 74, greenup close, , connellys marsh, 6280, qld, , 26, 08 60291914, 3612278, 5
rec-1139-dup-0, harrison, clarke, 91, mckail crescent, , burwood, 3250, qld, 19971115, 26, 02 44646867, 8224424, 6
rec-2799-org,   lukas, tremellen, 100, smeaton circuit, koobeja, toowoomba, 3147, sa, 19050313, , 08 75972271, 5575460, 0
rec-2957-org,   danny, geraghty, 40, mueller street, brentwood village, laurieton, 3198, nsw, 19600803, 25, 04 57513021, 2050392, 8
rec-3472-org,   finn, hare, 141, mccawley street, , kingaroy, 5114, qld, 19511125, 34, 07 80869556, 5816871, 9
rec-1611-org,   michaela, nguyen, 4, pieman crescent, , waverley, 3075, nsw, 19230602, 26, 07 57032986, 5852126, 8
rec-1633-dup-0, jack, morrison, 67, box hill avenue, , west perth, 4127, nsw, , , 03 02558477, 8179004, 1
rec-1627-org,   flynn, boyle, 16, lyttleton crescent, , para hills, 2117, nsw, 19560705, 33, 04 10786143, 7327778, 1
rec-2464-org,   natalee, reid, 1, punch place, , lake clifton, 6016, vic, 19590616, 32, 02 36376722, 7056722, 6
rec-1448-org,   anita, heyer, 50, mckail crescent, , naracoorte, 2031, vic, 19970522, , 02 71431607, 4777170, 3
rec-2844-org,   esme, bishop, 22, symers street, rowethorpe, thornlie, 2114, , 19670209, 19, 07 45772789, 4700298, 7
rec-750-dup-0, samuel, patience, 33, parker street, , upper coomera, 4211, qld, 19990123, 23, 03 15963994, 7769935, 2
rec-3974-org,   joshua, webb, 33, st john crescent, , canterbury, 4556, qld, 19920105, 34, 08 07422593, 2625976, 1
rec-3995-dup-1, chafes, phanphengdy, 50, wilkins street, , yungaburra, 4655, , 19060606, 23, 03 13882671, 6227399, 5
rec-2695-org,   sachin, thurlow, 10, rafferty street, , embleton, 3194, , , , 04 00952546, 4795152, 2
rec-2752-org,   joshua, white, 8, mclarty court, camphill, monbulk, 5114, nsw, 19660814, 35, 02 08966015, 3149729, 1
rec-3788-dup-1, belinda, ryan, 328, giles street, ningana retirement, woodcroft, 5118, vic, 19820531, 27, 07 80616304, 1404506, 9
rec-2191-org,   amy, brain, 1376, clift crescent, , maclean, 4165, , 19430222, 31, 04 18350547, 8932732, 2
rec-2455-dup-1, thomas, apted, 127, raiwalla fourt, , belose, 7021, sa, 19700116, 11, 07 27339596, 7869854, 7
rec-3781-org,   cooper, drayson, 2, goldfinch circuit, mountview, broome, 3214, nsw, 19281021, 32, 04 71754429, 7826933, 6
rec-1907-org,   jessica, mortlock, 131, price place, centennial glen, mortlake, 2460, nsw, 19470328, 9, 08 37180791, 4431558, 0
rec-3958-org,   xavier, matthews, 735, summerville crescent, , cronulla, 3028, wa, 19650808, 28, 02 40277597, 1278988, 4
rec-2106-org,   hana, nguyen, , fellows street, , naracoorte, 2042, nsw, 19440712, , 02 62813830, 6827153, 0
rec-3194-org,   annabel, wilkins, 21, pigdon place, parkridge villa, ashwood, 6107, nsw, 19340614, , 07 03238906, 9521852, 9
rec-3317-dup-3, jacw, pontht, 17, louis loder street, , east melbourne, 2460, qld, 19490117, 22, 08 99929444, 5213034, 6
rec-3619-org,   harrison, mason, 16, fink crescent, sanlyn, bonnells bay, 4215, qld, 19721024, 33, , 1998088, 8
rec-1085-org,   benjamin, deakin, 4, beddome place, , alice springs, 2256, wa, 19151104, 33, 08 56056036, 2255986, 6
rec-1860-dup-1, morrison, tara, 6, shannon circuit, river mews, narre warren north, 6025, nsw, 19150926, 28, 07 92541377, 2774459, 4
rec-3260-org,   tegan, bambino, 4, chillagoe street, , walgett, 5049, wa, 19320801, , 03 53045682, 4433757, 6
rec-1803-org,   adele, rothe, 1, southside motor park, manning village, mount riverview, 2233, nsw, 19261025, 28, 07 02302734, 4537030, 1
rec-3697-org,   amy, mckone, 21, williamson street, , yarck, 2750, vic, 19950613, 30, 02 48180442, 3687978, 2
rec-614-org,   joshua, millar, 98, davies place, , wallan, 2340, nsw, 19380802, 24, 02 66866973, 5648145, 7
rec-1835-dup-0, joel, thoepe, 22, shackleto circuit, , kardinya, 2905, vic, 19030108, 25, 07 62700091, 6520138, 3
rec-3221-org,   ebony, clarke, 71, bursaria street, kenley lodge, granville, 4209, nsw, 19440315, 30, 03 04148873, 8264961, 3
rec-685-org,   louis, passmore, 10, wood place, surfrider carvn park, north hobart, 3173, vic, 19291006, , 07 42179709, 8246781, 3
rec-3627-org,   kale, trubee, 21, ross smith crescent, , heckenberg, 3777, qld, 19621009, 26, 04 44207958, 5326039, 0
rec-2372-org,   holly, white, 30, springvale drive, , lethbridge, 3102, nsw, 19221011, 39, 03 95031934, 5821332, 5
rec-915-dup-1, william, clarke, 39, goldner circuit, , armidale, 6108, , , 11, 02 31008414, 9640978, 7
rec-1332-org,   gianni, millar, 14, hadleigh circuit, , tuggerawong, 5019, vic, 19700311, 21, 02 05077609, 6122989, 1
rec-3186-org,   madison, rees, 34, lalor street, masonic retirement village, nambour, 2800, nsw, 19080316, 20, 04 82141532, 6915320, 8
rec-2124-org,   georgia, godfrey, 5, tenison-woods circuit, , carnegie, 3156, nsw, 19441130, 19, , 4919006, 8
rec-2392-org,   channing, glass, 6, blamey crescent, glendower, kingston, 3284, qld, 19981013, 30, 03 69715316, 3121622, 5
rec-658-org,   nathan, clarke, 14, foord place, 1st hse past (rhs), lalor, 4007, nsw, 19460527, 39, 03 62116152, 8278133, 3
rec-3654-org,   kieren, gillard, 29, lewis luxton avenue, , newcomb, 4068, nsw, 19110928, 46, 03 14873505, 3633347, 1
rec-3086-org,   carla, wallent, 28, namadgi circuit, , kingsford, 4350, nsw, 19900920, , 03 11153486, 6626294, 0
rec-1911-org,   jessica, mason, 6, prichard circuit, villa 5, risdon park, , nsw, 19851022, , 04 40391404, 8502176, 8
rec-657-org,   alexis, garard, 12, gellibrand street, darlington, cloverdale, 5573, nsw, 19790905, 24, 02 97917366, 3260492, 5
rec-2804-org,   chase, clarke, 5, namadgi circuit, , bakers creek, 2162, nsw, 19650128, 28, 03 82323559, 4959569, 6
rec-470-dup-2, brydee, pulat, 1, wilson crescent, flr 8, ascot vale, 4105, , 19140202, 36, 02 73163643, 4023931, 9
rec-3979-dup-1, jessie, lock, 10, hoadleysdreet, corunna, lalor park, 4701, wa, 19010612, 28, 08 83671559, 5055547, 2
rec-312-dup-2, ella, novick, 65, boddington crescent, , hastings, 3638, qld, 19121114, 26, 03 92923760, 6414355, 0
rec-2067-org,   thomas, menzies, 331, elvire place, brentwood vlge, east melbourne, 3429, vic, 19441006, 23, 03 29285158, 1825953, 8
rec-2374-org,   maya, csomor, 49, pitcairn street, montessa heights, aspley, 3337, sa, 19340603, 8, 04 08614410, 2405966, 2
rec-1722-dup-0, mitchell, shadbolt, 69, dampier xfescent, glenmore, gingin west, 3179, vic, , , 03 92275956, 5766569, 2
rec-2041-org,   hayden, zaremba, 5, condell street, roachdale, minto, 2104, vic, 19600823, , 07 09275130, 2158080, 5
rec-737-dup-0, ashleigh, sudna, 5, northbourne avenue, faringdon village, regents park, 3073, , 19191113, , 02 65029186, 8662182, 3
rec-1951-org,   tori, petith, 86, hawdon street, swans feather, bacchus marsh, 2614, act, 19730624, 11, , 3180729, 2
rec-1523-org,   isabella, wallin, 123, bull street, carlyle gardens woongarra, cremorne, 2230, wa, , 20, 07 91660454, 6183605, 7
rec-2649-org,   kirrah, kaufman hall, 662, hopkins street, the lodge, oakwood, 3135, , 19210316, , 07 13248601, 8297363, 8
rec-3758-org,   bronte, gottschling, 8, milford street, bishops creek, lakemba, 3090, nsw, , 37, 04 23113786, 6225184, 8
rec-1743-org,   jessica, dobrzycki, 1, strong place, , mullumbimby, 2152, nsw, 19690512, 35, 03 13342857, 5639350, 3
rec-2753-org,   jaime, weiser, 4, , kodootonga, lavington, 2290, vic, 19910203, , 02 31341991, 4569321, 6
rec-2640-org,   kirrah, webb, 86, alpen street, , ascot vale, 2126, sa, 19751101, 34, 08 75282284, 2771599, 5
rec-2454-dup-0, shana, brock, 1, pinkerton circuit, , mawson, 6076, act, 19729215, 32, , 8530482, 8
rec-1010-dup-0, nguyen, kai, 16, trenwith close, , kuraby, 7010, qld, 19801125, 25, 04 53864620, 4967831, 6
rec-2702-dup-0, lara, carmody, 38, alsop flose, , spring hill, 2147, qld, 19090322, 22, 07 30853890, 4282344, 7
rec-955-dup-0, anthony, sewart, , richards street, , moffat beach, 2144, nsw, 19640318, , 07 87222334, 3154010, 2
rec-3327-org,   blake, burford, 1, mackney place, glen rock, yabba north, 2101, nsw, 19280623, 29, 07 33019594, 3533555, 8
rec-1706-org,   luka, hingston, 7, du faur street, , mount evelyn, 4470, vic, , 28, 03 59949473, 5816122, 2
rec-2633-org,   jackson, wotton, 19, mcmillan crescent, , ellenbrook, 2303, vic, 19411004, 32, 04 20252616, 7855056, 8
rec-3009-org,   trey, frolow, 10, stephens place, rosetta village, corrimal, 5118, vic, , 28, 03 88592846, 8502492, 6
rec-840-org,   chelsea, tiller, 26, noel ryan garden, wilga, cremorne, 3441, , 19431218, 37, 08 08033071, 6471599, 6
rec-1875-org,   hugo, bottroff, 74, wark street, , freshwater, 2340, nsw, , 23, 03 74401897, 1020748, 4
rec-1693-dup-1, lily, priesr, , ragless crcuit, ocean lake caravan, loganlea, 5255, act, 19300729, 30, 08 77789397, 7880291, 8
rec-851-dup-2, james, goldswothy, 7, bauhinia street, , mcdowall, 2121, , 19460303, 25, 08 37928906, 1276500, 8
rec-1366-org,   kyle, faull, 95, mollison street, , tingalpa, 3065, qld, 19561104, 29, 07 02581789, 4193534, 0
rec-479-dup-0, allanau, blackwell, 56, guthridge crescent, rosetta village, margaret river, 3095, wa, , 32, 08 48648077, 1037290, 6
rec-3825-dup-1, , comahig, 1, willis street, , north ryde, 3263, vic, 19190827, 30, , 4905633, 0
rec-2-org,   yasmin, coleman, 88, karri street, , ballan, 2284, wa, , 24, 08 41954260, 9640343, 4
rec-723-org,   magnus, dixon, 4, cleland street, , jingili, 2745, qld, , , 07 50020758, 1900668, 3
rec-3554-org,   maddison, luckens, 22, foreman place, , st clair, 3039, , 19860513, 25, 07 38533352, 8977046, 5
rec-3107-org,   vanessa, myles, 102, boddington crescent, , mooroolbark, 4670, vic, 19431026, 23, 04 12118653, 7030593, 4
rec-1363-dup-3, carlin, heerey, 1, messenger street, southport retirement village, moorabzbin, 2652, nsw, 19890713, 35, 07 89795382, 3086169, 0
rec-1464-org,   timothy, wilde, 242, crowder circuit, centennial glen, kingsford, 4812, nsw, 19661110, , 07 27143821, 2942849, 5
rec-2155-dup-2, thomas, george, 412, maltby urcuit, , seven hills, 5276, qld, 19000808, 32, 02 43102254, 6870987, 2
rec-3435-org,   olivia, hand, 682, coane street, , beaudesert, 7117, tas, , 30, 08 44055575, 5416715, 4
rec-1901-dup-0, isabella, fleet, 6, mansfield place, mabuiag island, woodbine, 2381, vkc, 19840507, 36, 07 67603011, 4372347, 7
rec-349-dup-0, zali, reid, 2542, strachan place, tallulah, avalon, 2346, nsw, , , 03 64399591, 6112509, 7
rec-3988-org,   summer, furbow, 22, lambrigg street, pine hill, bacchus marsh, 3737, nsw, 19611018, , , 2582125, 7
rec-1240-org,   paige, nguyen, , battersby circuit, ainslie house, stockton, 2760, nsw, 19441215, 31, 07 68364555, 6174777, 9
