rec_id, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth, age, phone_number, soc_sec_id, blocking_number
rec-2900-dup-0, ridly, parremore, 6, lexcen avenue, , pallamllawa, 4077, vic, 19871125, 34, 03 50867671, 4345353, 1
rec-2520-dup-0, julia, magnudfttir, 28, ordell street, , kangaroo flat, 5041, nsw, , 20, 08 21968633, 1581560, 6
rec-4026-org,   paige, hendricks, 1, charteris crescent, , kioloa, 3844, wa, 19820503, 24, , 2739862, 6
rec-3245-dup-0, bailey, milburn, 3, badimarakxtreet, , lalor, 3124, qls, 19718120, 35, 07 40487443, 4125106, 5
rec-1435-dup-0, thomas, hapem, 17, lister crescent, chippendale village, edithvale, 2147, vic, 19100404, 13, 04 50800130, 3101968, 0
rec-2868-dup-0, connor, menard, 47, gardiner street, , koroit, 0839, nsw, 19620149, 35, 02 66911129, 6000604, 5
rec-280-org,   abby, schmelter, 63, ankaa place, nioka, flowerdale, 6101, nsw, 19861116, 26, 02 46174299, 2234850, 5
rec-3112-dup-0, max, elrick, 87, street kernot, inalinga c/van park, matravsille, 2800, nsw, 19880725, 37, 02 06987383, 6991923, 2
rec-1499-dup-0, aidan, chorleqy, 19, rischbieth crescent, , annandale, 4870, nsw, , 33, , 7266997, 1
rec-4584-org,   william, campbell, 4831, wearing street, charters towers electorate office stock, narrandera, 4120, act, , 4, , 7771928, 5
rec-2714-dup-0, abbey, dohse, 4, syreet fuhrman, on river, kellyville, 3184, vic, 19739217, 22, 04 64674094, 5909090, 7
rec-1281-dup-0, brodei, clarke, 64, dyurra place, , clevelxnd, 2548, sa, , 31, 07 54985743, 5517608, 9
rec-637-dup-0, , , 1050, hopetoun circuit, bowen palms caravan park, greenwood, 3909, gid, 19340211, 25, 07 23481758, 7315269, 3
rec-2391-dup-0, alyssa, blake, 525, rowan steeet, , frankston, 5054, wa, 19820325, 38, 08 94942863, 5457136, 9
rec-2445-dup-0, bennie, vourawi, 384, childe place, , kuray, 6023, , 19680923, 27, 08 50832577, 7338152, 7
rec-2293-dup-0, pasquale, david, 11, kalgoorlie crescent, , wollongong west, 2122, sa, 19801924, , 08 83100113, 1506161, 6
rec-3392-org,   alexandra, pwa, 9, long stay van park, , bray park, 2251, qld, 19870528, , 02 75038899, 6510033, 3
rec-670-dup-0, meg, van der kraan, 460, bingley crescent, , melville, 2359, vic, 19750524, 26, 03 86383318, 3936095, 5
rec-1330-dup-0, ella, stubbs, 116, erldunda qircuit, ashgrove farms, birong, 2630, , 19921018, 29, 07 55012570, 6534416, 3
rec-4742-dup-0, emiily, white, 3, bauhinia street, , magill, 6112, nsw, 19740422, 10, 07 45996405, 7307125, 1
rec-2036-dup-0, samuel, spears, 18, finnissgcrescent, , frankston, 2575, nsw, 19910416, , 07 19973289, 2604722, 2
rec-3074-dup-0, timothy, coulson, 2, boswell crbscent, , risdon avle, 4050, qld, , 24, 07 09349202, 2114783, 2
rec-2699-org,   samantha, bishop, 19, enid lorimer circuit, , maldon, 3223, , 19190619, , 03 45264336, 7329423, 5
rec-4031-org,   tia, matthews, 96, francis street, , wangaratta, 4745, vic, 19060501, 27, 07 95026200, 4786310, 1
rec-1110-org,   shannon, dixon, 4, pudney street, , mulgrave east, 2261, qld, 19730326, , 03 69058228, 5045250, 1
rec-1468-org,   abby, tiller, 14, hatfield street, gloryvale, prospect, 6153, vic, 19830223, 22, 03 74056977, 4596689, 6
rec-1109-dup-0, emiily, beatie, 26, blackwood terrace, gallagher hse, ashwood, 2153, qld, 19820130, 35, 07 04469069, 1568953, 5
rec-4681-org,   alexander, campbell, 194, candlebark close, athlone, worongary, 2446, , 19881005, 37, 07 16265875, 7543615, 1
rec-3132-dup-0, sarah, padbury, 7, cossington smith crescent, , tooholmba, 2737, nsw, 19310916, 19, 04 54042082, 6475856, 5
rec-2649-org,   kiara, webb, 19, , , dongolocking, 3193, vic, 19810831, 29, 08 86426085, 3438868, 8
rec-923-org,   tyler, fullwood, 48, ferdinand street, goomaram, ulladulla, 4551, tas, 19630118, 34, 03 72925098, 7387156, 7
rec-2320-org,   shantal, bishop, 171, badimara street, , loveday, 3129, vic, , 33, 03 44749941, 2743375, 6
rec-4081-dup-0, carly, varcoe, 19, bennetts close, , emersld, 3810, nsw, 19230714, , 04 13622959, 2837058, 7
rec-4141-dup-0, cho, laing, , kitchener street, , waterloo, 1343, vic, 19190301, 26, 03 95528979, 7033183, 0
rec-4296-dup-0, richard, van de kamp, 16, namadgi dkrcuit, , lutwyche, 4487, vic, 19050330, , 08 61923857, 6076621, 6
rec-953-dup-0, ned, lowrt, 13, mellor circuit, , warnbro, 4240, , 19150807, 36, 08 86810078, 1610486, 1
rec-3991-dup-0, joel, geraahy, 9, jarvis place, , kaleen, 4875, nsw, 19821021, 7, 04 34122515, 7210709, 1
rec-1954-dup-0, carissa, , 572, rivett syreet, , belmobt, 3094, , , , 03 39408850, 8095346, 5
rec-531-org,   brianna, jiggens, 3, boucaut place, , cleveland, 4217, vic, 19850401, 32, 07 40516820, 9252865, 7
rec-2086-org,   annabelle, godfrey, 4, williamson street, gungarlin, woombye, 2207, wa, 19360916, 35, 08 61641834, 6680449, 2
rec-1729-dup-0, michael, kranz, 142, melbournw avenue, geekabee, wallsend, 6430, , 19035011, 25, 04 65910909, 2040353, 9
rec-1460-dup-0, thomas, spagnolteti, 2, mugga way, clems place, morwell, 2548, , 19680416, 27, 02 42529519, 3850680, 1
rec-3110-org,   ryan, dudley, 9, bougainville street, , granville, 3196, wa, 19370403, 22, 07 80872964, 7342312, 6
rec-1701-org,   william, alderman, 9, cooling place, , kyeemagh, 4551, qld, , 28, , 2439150, 6
rec-24-dup-0, mcgregor, daniel, 108, alexander mackie circuit, old farm, minto, 3031, , 19180808, , 07 06381689, 7149890, 8
rec-2618-org,   eboni, lavrencic, 158, pearson street, , springvale south, 2114, tas, 19511027, 24, 02 00671852, 8171943, 0
rec-4030-dup-0, caitlin, mccarthy, 26, wentworth avenue, , stratbalbyn, 3911, , 19410517, 33, 02 87140159, 7553586, 5
rec-4823-org,   bailey, green, 1, woodfull loop, , wantirna, 4810, wa, 19861120, 23, 08 57117369, 5059176, 1
rec-4594-dup-0, , grosser, 8, erwin place, urunga caravn park, ettalong, 2155, , 19274023, 21, 02 27906007, 9624941, 3
rec-3843-dup-0, henrfy, bullock, 562, holmes crescent, wyndbourne park, berwick, 3195, vic, 19891101, 32, 08 30329139, 7662725, 8
rec-1143-org,   erin, white, , jaeger circuit, , adventure bay, 3028, nsw, 19990621, 27, 07 84802560, 2051688, 1
rec-2292-dup-0, ty, beltdos, 108, , , mill park, 2030, tas, 19140829, 39, 04 30611377, 6225774, 0
rec-1388-dup-0, lauren, paine, 1, harrickshvrescent, goulburn south caravan park, cranbocurne, 2214, nsw, 19540417, , 07 25222254, 1793308, 6
rec-4590-dup-0, gracie, filipovic, 2, harbison crescent, , sunshine, 5093, qld, 19681322, 32, 07 29636920, 7370388, 8
rec-319-dup-0, jared, ryan, 125, gawler crescent, corella, marsfield, 2370, nsw, 19740430, 29, 08 28377988, 2264317, 9
rec-1328-org,   thomas, baillie, 12, , , westmead, 2317, sa, 19540522, 32, 07 02236515, 5718058, 4
rec-3303-org,   niamh, ronan, 13, manning street, , simpson, 2539, vic, 19060429, 30, 08 84450248, 8630344, 5
rec-1564-dup-0, rory, bkake, 222, schonell circuit, , preston, 4746, vic, , 30, 04 75931937, 4656479, 7
rec-222-org,   michael, cochrane, 6, sherwood circuit, , beaumaris, 2847, qld, 19820312, 11, 03 08448689, 4477719, 2
rec-3310-dup-0, jai, white, 8, rischbieth crescent, jormaizee, presfon sest, 2428, wa, 19878020, 39, 04 98353822, 3892244, 3
rec-2154-dup-0, ryan, tomny, 1276, govett place, hosea mizpah, penrith, 3178, qld, 19530518, 26, 02 10236617, 5139835, 8
rec-2667-org,   tarnee, chandler, 33, nassau place, plainbrook, frankston, 3792, , 19280305, 35, 08 04076109, 8217730, 3
rec-132-org,   nikki, bridgland, 15, canberra avenue, clftn waters vlge, bayswater, 3139, nsw, 19740528, 22, 07 87857618, 6725756, 4
rec-1378-dup-0, fergus, spall, 19, gouger street, , ashgrove, 4005, nsw, 19657004, 22, 02 38673730, 6624293, 5
rec-1654-org,   aleisha, papageorgiou, 42, collingridge street, , beechboro, 4031, , 19070628, 37, 08 64570681, 6630517, 1
rec-4268-org,   alissa, weller, 1, wilkins street, , revesby, 4503, sa, 19800830, 25, 07 33589969, 5974564, 8
rec-3695-dup-0, emiily, stephehson, 30, phillipsoncrescent, , mount pleasant, 3011, vic, 19040808, 25, , 2107386, 9
rec-4890-org,   catherine, kiernan, 8, booroondara street, , wellard, 2114, nsw, 19701111, 36, 08 28388692, 2174172, 5
rec-1486-org,   crystal, david-smith, 10, wendy ey place, , rathscar, 3250, nsw, 19291212, 37, 03 69273438, 6611067, 1
rec-4603-dup-0, bebau, reird, 27, dumas stlreet, , nunawading, 3088, nsw, 19300999, , 04 70945916, 1937308, 7
rec-1350-org,   ebony, michelmore, 19, stenhouse close, allanvale, paddington, 3019, qld, 19010730, 28, 02 81189140, 5945908, 5
rec-1714-org,   angelica, rastar, 94, massie place, , maitland, 3350, wa, 19241128, , 04 83956296, 7524371, 2
rec-58-dup-0, emiily, donaldson, 75, octy place, , oaklandd park, 3116, naq, 19021013, , 08 42759755, 4675964, 6
rec-2814-org,   logan, bednarczyk, 127, torrens street, westbury, hendra, 2198, nsw, 19030714, 21, 08 95259721, 3586673, 9
rec-193-org,   zachary, paterson, 32, knoke avenue, , modbury, 3980, vic, 19321225, 12, 07 78138671, 9380295, 0
rec-4611-dup-0, mithcesl, benger, 13, hilton close, , pakenham, 6112, vic, 19870530, 29, 04 06939998, 4441614, 9
rec-1740-org,   molly, foch, 26, launceston street, , toowoomba, 2452, wa, 19431010, 33, 02 65391906, 8906963, 1
rec-3378-dup-0, seb, whiteway, 9, williamsdtreet, amaroo estate, campbellfield, 2196, vic, 19811108, 23, 07 45034210, 6055638, 2
rec-3991-org,   joel, geraghty, 9, jarvis place, , kaleen, 4875, nsw, 19821021, 7, 04 34122515, 7201809, 1
rec-2717-org,   amber, finlay, 31, banambila street, burramunda, north rocks, 3953, sa, 19631019, 24, 03 22475799, 3944354, 6
rec-2488-org,   tayah, bishop, 45, mulga street, , revesby, 6107, vic, 19121120, 33, 07 09959011, 7001827, 1
rec-1684-org,   connor, beams, 57, atherton street, ainslie house, chelsea heights, 2148, , 19250818, , 07 11219122, 9665148, 8
rec-3016-org,   james, morrison, 12, hodgson crescent, , mill park, 3207, nsw, , 30, 07 12474162, 1281288, 3
rec-4738-dup-0, chleo, , 35, booroomba road, , blackmans bay, 5111, nsw, 19131126, , 02 11732464, 7589905, 5
rec-2797-dup-0, polly, spagnoletti, 0, whittell ucrescent, liselican, mitcnam, 4870, vic, 19000710, 32, 07 11567307, 3527908, 5
rec-186-org,   julia, musolino, 80, temperley street, , corrimal, 2112, tas, 19070828, 21, 07 15724887, 4413732, 7
rec-3873-dup-0, brayden, feinle, 6, doolanzdcourt, oak-lodge, cobdogla, 6168, sa, 19600326, 37, 02 43783184, 7217993, 8
rec-3412-dup-0, fynn, godfrey, 8, mckinlay street, , ngunnawal, 2803, , 19189122, 25, 08 95178564, 5550451, 6
rec-4997-org,   tarnia, sinton, 12, edmondson street, ra 939, boulder, 4670, qld, 19120804, 32, 02 45932286, 3924530, 9
rec-2432-dup-0, emiily, secmb, 1077, mount vernon drive, ardrossan, brighton, 4157, nsw, 19110821, 30, 08 90335250, 7463036, 4
rec-1270-org,   luke, campbell, 3, hayley street, , burleigh waters, 5014, , 19910722, 33, , 5219205, 7
rec-2605-org,   kira, sach, 26, leahy close, school house, brighton-le-sands, 2010, qld, 19070207, , 08 11900913, 8541147, 2
rec-3588-dup-0, sengpiel, brooke, 71, bendigo street, , somerton park, 6027, sa, 19700429, 21, 07 74017891, 9076380, 0
rec-129-dup-0, adela, tregoning, 36, sidaway street, , balwyy noth, 0870, qld, 19630618, , 07 49237773, 1096506, 2
rec-4140-dup-0, william, , 22, altair place, , millthorpe, 2074, , 19040134, 33, 03 67422864, 5304649, 9
rec-2989-org,   kayla, garcia, 24, bamford street, , mount isa, 6053, , 19430131, 29, 03 18671439, 1880735, 1
rec-3847-org,   lily, kaplan, 21, fox place, , leichhardt, 6239, vic, 19170317, 38, 03 64497358, 5494261, 4
rec-4165-org,   riley, bansemer, 28, rohan street, , broadmeadows, 3130, qld, 19481205, 30, 04 64712343, 8067942, 5
rec-3394-org,   monique, george, 15, burdekin avenue, , greensborough, 2641, nsw, 19261121, 9, 08 61914905, 1868446, 1
rec-4717-org,   renee, mccarthy, 29, jackie howe crescent, lochinvah, aspley, 4341, , 19170407, , 07 75639422, 1647258, 3
rec-2174-dup-0, callum, thorpe, 36, , rye park, belvedere estate, 5074, tas, , , 07 00568765, 3968589, 9
rec-400-org,   marlee, vorrasi, 72, chandler street, , mackay north, 2257, qld, 19190715, 32, 07 62131614, 9928125, 5
rec-3839-dup-0, biby, benjamin, 149, badenoch cescent, , mosman, 3121, nsw, , 28, 04 50671324, 1460537, 7
rec-3479-org,   ryan, , 61, ligertwood street, , blacktown, 4031, nsw, 19660617, 36, 08 71002169, 2925788, 9
rec-184-dup-0, adele, , 6, aspinallstpeet, , rouse hll, 5070, qld, 19761005, 32, 03 48235569, 2876379, 9
rec-1012-dup-0, michaela, white, 2, trickett place, , chester hill, 5092, vic, 19251108, 26, 08 59330462, 9379991, 7
rec-4350-org,   trevor, hope, 90, chapple close, , holsworthy, 4215, nt, 19510510, , 08 94174975, 9320773, 1
rec-195-dup-0, oliver, ruskin, 10, mcwhae corcuit, harkne ss station, highgate, 4575, nsw, 19041012, 20, 08 44032671, 7898221, 7
rec-4479-org,   chloe, george, 5, beetaloo street, arndilly, whitby, 5159, nsw, , 21, 04 82491640, 5002889, 9
rec-4861-org,   isabella, lupone, 24, budd place, greenbushes-boyup, corowa, 3345, , 19380304, , 07 90918206, 7669008, 6
rec-1333-dup-0, zachary, mebrd, 42, banambila street, , barkera, 3011, qld, 19580516, 10, 08 81747130, 8989420, 8
rec-4503-dup-0, alexandra, biacoe, 1, , , echunva, 4502, nsw, 19020813, 26, 04 28025435, 5511362, 0
rec-1017-dup-0, isabella, coulson, 42, chauvelhstreet, , bayswater, 4122, nscf, 19831118, 31, 02 50228649, 1876770, 1
rec-2276-dup-0, kiera, berry, 12, florence tawylor street, , paddington, 4069, nsw, , , 07 32037129, 1725313, 7
rec-649-org,   lauren, godfrey, 13, wellington street, cabbage tree, mcdowall, 6107, nsw, 19970824, 31, 08 29010180, 5605841, 9
rec-3482-org,   sean, godding, 138, , , oaklands park, 4503, nsw, 19900926, 21, 03 82438873, 5484445, 6
rec-3211-dup-0, sarah, , 1, tantangara street, , , 2135, sa, 19090926, 30, 02 58405463, 8061063, 0
rec-4583-dup-0, jack, quinton, 64, webb place, , coffs harbour, 4817, , 19870204, 24, 02 32451906, 2774552, 7
rec-4608-dup-0, joshua, wynne, 37, maclachlan street, melody cottage, hamilton, 2207, sa, 19020205, , 08 02287195, 8399471, 6
rec-2706-org,   takara, fullgrabe, 25, monfries place, , hawthorn, 3953, vic, 19060821, , 02 24610884, 5611528, 5
rec-1717-dup-0, damiel, poulias, 167, castletoncdrescent, , berwick, 3012, vic, 19450518, 35, 02 33001708, 1525763, 2
rec-850-org,   holly, nguyen, 529, dore court, , seven hills, 4065, wa, 19731019, 24, 03 42178413, 9474615, 8
rec-3267-dup-0, mitchell, morganti, 230, mehaffey crescent, elston, claron, 4670, qld, 19591309, , 08 07999388, 4032076, 3
rec-3248-dup-0, madison, boyes, 3, blandon place, , boondall, 3124, qld, 19830514, , 03 29372436, 9298844, 6
rec-3570-org,   alexandra, teague, , gillen street, , dulwich hill, 4670, qld, 19560714, 29, , 6139924, 1
rec-4670-org,   emiily, rees, 18, macnamara place, , salisbury east, 6155, tas, 19871014, 28, 04 53955216, 3474226, 2
rec-3596-org,   tylah, spong, 149, tazewell circuit, , hazelbrook, 2484, qld, 19590120, 9, 02 46518689, 2349398, 0
rec-1776-org,   travis, panquee, 7, sid barnes crescent, shallow crossing, botany, 2586, nsw, 19061127, 22, 07 73393381, 9246052, 8
rec-223-org,   silas, rundle, 36, christmas street, warrigunya, bellevue hill, 4120, wa, 19670804, 36, 08 15232467, 1182059, 9
rec-3657-dup-0, jared, cannkel, 20, larcombe crescent, , ashfield, 2074, qld, 19520613, , 04 05299463, 1705938, 9
rec-852-org,   emiily, rocca, 155, warrumbul street, halycon, aldinga beach, 2203, nsw, 19510213, 27, 03 46125592, 9012171, 0
rec-1549-dup-0, mitchell, mccarthy, 64, platt place, mogo goldfields park, kogrash, 4510, nd, 19430330, 26, , 2268394, 7
rec-3275-org,   hayden, farnham, 25, musca place, , noble park, 7267, sa, 19560206, 31, 03 36888287, 1467659, 9
rec-4515-dup-0, nathav, blake, 27, hodgson vrescent, , bonnyrkgg, 7179, vic, , 38, 02 45082968, 9356908, 3
rec-1548-dup-0, nicole, volpato, 11, deacon close, , black springs, 4110, nsw, 19720106, 37, 02 69969052, 2549561, 3
rec-1085-dup-0, amelie, rimsky-korsakov, 341, prescot t wtreet, , broadbeach waters, 4051, nsw, 19041203, 35, 04 05574944, 7846523, 3
rec-4764-org,   ty, dugdale, 66, lane-poole place, inishmore, blue haven, 2196, wa, 19651031, 29, 04 57106795, 2204568, 7
rec-3626-dup-0, evan, wheatley, 12, namatjira drive, , port macquarie, 4214, , 19239702, , 08 16449983, 8166189, 3
rec-1676-org,   annabelle, embrey, 99, maclaurin crescent, , hoddles creek, 4022, nsw, 19250120, 29, , 4686834, 0
rec-1556-org,   ruby, fitzpatrick, 54, maitland street, brentwood vlge, bullyard, 2114, wa, 19800802, , 08 91290702, 9366911, 5
rec-3351-org,   natalia, beaty, 17, mugga way, st helens, smiths lake, 2170, nsw, 19110314, , 04 28447357, 6412342, 8
rec-1140-org,   edward, goldsworthy, 33, beaumont close, , greensborough, 3461, qld, 19280713, 30, , 3498957, 9
rec-2421-dup-0, jordan, clarle, 74, lutana amreet, , calliope, 4561, nsw, 19911223, , 04 78975746, 2443394, 7
rec-3644-dup-0, jamzehs, tuckweull, 30, clianthus street, locheil, ringsood, 4171, nsw, 19231021, 26, 07 86661090, 5776625, 1
rec-2379-org,   charlie, aspinall, 15, northbourne avenue, , bundaberg, 2041, , 19760415, 37, 04 99130021, 2010047, 2
rec-3997-dup-0, dixon, harley, 43, pinkerton circuit, , acacia ridge, 2290, qld, 19701109, 22, 08 27212375, 3680423, 1
rec-3313-dup-0, ella, maspm, 32, morgan crescent, , moorooka, 7325, sa, 19590217, , 03 71718951, 5174798, 2
rec-359-dup-0, chelsea, burnell, 19, badimarx street, , namhoru, 5601, vic, 19001231, 32, 02 78975483, 8130384, 2
rec-839-dup-0, lyntoh, george, 259, gannon place, , mawson, 5008, qdl, 19048027, 21, 04 12578502, 1005305, 9
rec-4840-dup-0, kiaq, slack-smith, 55, madigan street, windsor lodge, alice springs, 2213, tas, 19551212, 35, 04 47299599, 8980478, 3
rec-1669-org,   chloe, mcgregor, 69, barclay street, spring vale, penshurst, 4880, nsw, 19790109, , 08 67988110, 8233173, 8
rec-4787-dup-0, olivia, ryan, 7, bavin street, , st pdters, 6726, nsw, , 04, 08 12017708, 8441468, 5
rec-3221-org,   saskia, riede, 543, , the garage, cordalba, 3021, nsw, 19870425, 21, , 3218131, 8
rec-563-org,   alyssa, simmonds, 43, kootara crescent, , tuggerawong, 3634, vic, 19681226, 25, 02 74111361, 7938254, 3
rec-485-org,   alexander, mcfeeters, 1, vasey crescent, , bundamba, 6230, sa, 19180624, 26, 08 44000108, 1404226, 5
rec-4904-org,   nikki, jeffries, 7, prichard circuit, , cranbourne west, 6167, nsw, 19200609, 27, 07 16316704, 5938034, 7
rec-1224-org,   chloe, koenders, 30, east place, glendaurel, picnic point, 4114, nsw, 19871112, 35, 02 31402115, 7794927, 0
rec-360-org,   jacob, stephenson, 63, slessor crescent, , lalor, 3141, vic, 19290420, 35, , 3882369, 4
rec-4279-org,   zane, waller, 31, madigan street, harefield, burleigh waters, 3337, nsw, 19211019, 33, 04 00902300, 7471728, 6
rec-2452-org,   quinn, boyle, 25, jenkinson street, the stables, fadden, 3191, nsw, 19340307, 33, 04 85420958, 5500026, 8
rec-1409-org,   madison, bishop, 90, caley crescent, , neville, 2324, nsw, 19120824, 32, 08 62973400, 7664984, 4
rec-75-dup-0, lachlan, clarke, 14, doyle jrrrace, , norwod, 6262, tas, 19571115, 39, 07 25383952, 7262939, 8
rec-3474-dup-0, lily, matthews, 16, ashcroft rvescent, , londonderry, 2914, wa, 19850414, 32, 02 56533047, 5253430, 2
